serial,start_sample,end_sample
32953262,76810797,76811028
32953263,76812306,76812537
32953264,76813817,76814048
32953265,76815326,76815557
32953266,76816835,76817066
32953267,76818345,76818576
32953268,76819853,76820084
32953269,76821362,76821593
32953270,76822872,76823103
32953271,76824381,76824612
32953272,76825889,76826120
32953273,76827399,76827630
32953274,76828908,76829139
32953275,76830418,76830649
32953276,76831927,76832158
32953277,76833435,76833666
32953278,76834945,76835176
32953279,76836454,76836685
32953280,76837963,76838194
32953281,76839473,76839704
32953282,76840981,76841212
32953283,76842490,76842721
32953284,76844000,76844231
32953285,76845509,76845740
32953286,76847019,76847250
32953287,76848529,76848760
32953288,76850037,76850268
32953289,76851547,76851778
32953290,76853056,76853287
32953291,76854565,76854796
32953292,76856075,76856306
32953293,76857583,76857814
32953294,76859092,76859323
32953295,76860602,76860833
32953296,76862111,76862342
32953297,76863621,76863852
32953298,76865130,76865361
32953299,76866639,76866870
32953300,76868149,76868380
32953301,76869658,76869889
32953302,76871167,76871398
32953303,76872677,76872908
32953304,76874185,76874416
32953305,76875694,76875925
32953306,76877204,76877435
32953307,76878713,76878944
32953308,76880221,76880452
32953309,76881731,76881962
32953310,76883240,76883471
32953311,76884750,76884981
32953312,76886259,76886490
32953313,76887768,76887999
32953314,76889278,76889509
32953315,76890787,76891018
32953316,76892295,76892526
32953317,76893805,76894036
32953318,76895314,76895545
32953319,76896823,76897054
32953320,76898333,76898564
32953321,76899841,76900072
32953322,76901351,76901582
32953323,76902861,76903092
32953324,76904370,76904601
32953325,76905880,76906111
32953326,76907389,76907620
32953327,76908897,76909128
32953328,76910407,76910638
32953329,76911916,76912147
32953330,76913425,76913656
32953331,76914935,76915166
32953332,76916443,76916674
32953333,76917953,76918184
32953334,76919463,76919694
32953335,76920972,76921203
32953336,76922482,76922713
32953337,76923990,76924221
32953338,76925499,76925730
32953339,76927009,76927240
32953340,76928518,76928749
32953341,76930027,76930258
32953342,76931537,76931768
32953343,76933046,76933277
32953344,76934556,76934787
32953345,76936066,76936297
32953346,76937574,76937805
32953347,76939084,76939315
32953348,76940593,76940824
32953349,76942102,76942333
32953350,76943612,76943843
32953351,76945120,76945351
32953352,76946629,76946860
32953353,76948139,76948370
32953354,76949648,76949879
32953355,76951156,76951387
32953356,76952666,76952897
32953357,76954175,76954406
32953358,76955685,76955916
32953359,76957195,76957426
32953360,76958704,76958935
32953361,76960213,76960444
32953362,76961722,76961953
32953363,76963231,76963462
32953364,76964741,76964972
32953365,76966250,76966481
32953366,76967758,76967989
32953367,76969268,76969499
32953368,76970777,76971008
32953369,76972287,76972518
32953370,76973796,76974027
32953371,76975304,76975535
32953372,76976814,76977045
32953373,76978323,76978554
32953374,76979832,76980063
32953375,76981342,76981573
32953376,76982850,76983081
32953377,76984359,76984590
32953378,76985869,76986100
32953379,76987378,76987609
32953380,76988888,76989119
32953381,76990397,76990628
32953382,76991906,76992137
32953383,76993416,76993647
32953384,76994925,76995156
32953385,76996434,76996665
32953386,76997944,76998175
32953387,76999453,76999684
32953388,77000962,77001193
32953389,77002471,77002702
32953390,77003980,77004211
32953391,77005489,77005720
32953392,77006998,77007229
32953393,77008507,77008738
32953394,77010016,77010247
32953395,77011524,77011755
32953396,77013034,77013265
32953397,77014543,77014774
32953398,77016052,77016283
32953399,77017561,77017792
32953400,77019071,77019302
32953401,77020580,77020811
32953402,77022090,77022321
32953403,77023600,77023831
32953404,77025109,77025340
32953405,77026619,77026850
32953406,77028128,77028359
32953407,77029637,77029868
32953408,77031147,77031378
32953409,77032657,77032888
32953410,77034166,77034397
32953411,77035676,77035907
32953412,77037185,77037416
32953413,77038694,77038925
32953414,77040203,77040434
32953415,77041713,77041944
32953416,77043223,77043454
32953417,77044732,77044963
32953418,77046242,77046473
32953419,77047752,77047983
32953420,77049261,77049492
32953421,77050770,77051001
32953422,77052280,77052511
32953423,77053789,77054020
32953424,77055299,77055530
32953425,77056808,77057039
32953426,77058317,77058548
32953427,77059827,77060058
32953428,77061337,77061568
32953429,77062846,77063077
32953430,77064356,77064587
32953431,77065865,77066096
32953432,77067374,77067605
32953433,77068884,77069115
32953434,77070394,77070625
32953435,77071902,77072133
32953436,77073411,77073642
32953437,77074920,77075151
32953438,77076430,77076661
32953439,77077940,77078171
32953440,77079449,77079680
32953441,77080959,77081190
32953442,77082468,77082699
32953443,77083977,77084208
32953444,77085487,77085718
32953445,77086997,77087228
32953446,77088505,77088736
32953447,77090015,77090246
32953448,77091524,77091755
32953449,77093034,77093265
32953450,77094543,77094774
32953451,77096053,77096284
32953452,77097562,77097793
32953453,77099072,77099303
32953454,77100581,77100812
32953455,77102091,77102322
32953456,77103600,77103831
32953457,77105110,77105341
32953458,77106620,77106851
32953459,77108129,77108360
32953460,77109639,77109870
32953461,77111148,77111379
32953462,77112657,77112888
32953463,77114166,77114397
32953464,77115675,77115906
32953465,77117185,77117416
32953466,77118695,77118926
32953467,77120205,77120436
32953468,77121714,77121945
32953469,77123224,77123455
32953470,77124733,77124964
32953471,77126243,77126474
32953472,77127752,77127983
32953473,77129262,77129493
32953474,77130771,77131002
32953475,77132281,77132512
32953476,77133791,77134022
32953477,77135301,77135532
32953478,77136810,77137041
32953479,77138320,77138551
32953480,77139829,77140060
32953481,77141338,77141569
32953482,77142848,77143079
32953483,77144358,77144589
32953484,77145868,77146099
32953485,77147377,77147608
32953486,77148887,77149118
32953487,77150397,77150628
32953488,77151906,77152137
32953489,77153415,77153646
32953490,77154925,77155156
32953491,77156434,77156665
32953492,77157944,77158175
32953493,77159454,77159685
32953494,77160963,77161194
32953495,77162473,77162704
32953496,77163982,77164213
32953497,77165492,77165723
32953498,77167001,77167232
32953552,77170626,77170857
32953560,77172135,77172366
32953561,77173645,77173876
32953562,77175155,77175386
32953563,77176665,77176896
32953564,77178174,77178405
32953565,77179683,77179914
32953566,77181193,77181424
32953567,77182702,77182933
32953568,77184212,77184443
32953569,77185722,77185953
32953570,77187231,77187462
32953571,77188741,77188972
32953572,77190250,77190481
32953573,77191759,77191990
32953574,77193269,77193500
32953575,77194779,77195010
32953576,77196288,77196519
32953577,77197798,77198029
32953578,77199307,77199538
32953579,77200817,77201048
32953580,77202327,77202558
32953581,77203836,77204067
32953582,77205346,77205577
32953583,77206856,77207087
32953584,77208365,77208596
32953585,77209875,77210106
32953586,77211384,77211615
32953587,77212893,77213124
32953588,77214403,77214634
32953589,77215913,77216144
32953590,77217422,77217653
32953591,77218932,77219163
32953592,77220441,77220672
32953593,77221950,77222181
32953594,77223460,77223691
32953595,77224969,77225200
32953596,77226479,77226710
32953597,77227988,77228219
32953598,77229498,77229729
32953599,77231008,77231239
32953600,77232517,77232748
32953601,77234027,77234258
32953602,77235537,77235768
32953603,77237046,77237277
32953604,77238556,77238787
32953605,77240065,77240296
32953606,77241574,77241805
32953607,77243084,77243315
32953608,77244594,77244825
32953609,77246103,77246334
32953610,77247613,77247844
32953611,77249122,77249353
32953612,77250632,77250863
32953613,77252141,77252372
32953614,77253651,77253882
32953615,77255161,77255392
32953616,77256670,77256901
32953617,77258180,77258411
32953618,77259690,77259921
32953619,77261199,77261430
32953620,77262709,77262940
32953621,77264218,77264449
32953622,77265727,77265958
32953623,77267237,77267468
32953624,77268747,77268978
32953625,77270256,77270487
32953626,77271766,77271997
32953627,77273275,77273506
32953628,77274785,77275016
32953629,77276294,77276525
32953630,77277804,77278035
32953631,77279314,77279545
32953632,77280823,77281054
32953633,77282332,77282563
32953634,77283842,77284073
32953635,77285352,77285583
32953636,77286861,77287092
32953637,77288371,77288602
32953638,77289881,77290112
32953639,77291390,77291621
32953640,77292900,77293131
32953641,77294409,77294640
32953642,77295919,77296150
32953643,77297428,77297659
32953644,77298938,77299169
32953645,77300448,77300679
32953646,77301957,77302188
32953647,77303467,77303698
32953648,77304976,77305207
32953649,77306485,77306716
32953650,77307995,77308226
32953651,77309505,77309736
32953652,77311014,77311245
32953653,77312524,77312755
32953654,77314033,77314264
32953655,77315543,77315774
32953656,77317053,77317284
32953657,77318562,77318793
32953658,77320072,77320303
32953659,77321581,77321812
32953660,77323091,77323322
32953661,77324601,77324832
32953662,77326110,77326341
32953663,77327620,77327851
32953664,77329130,77329361
32953665,77330638,77330869
32953666,77332148,77332379
32953667,77333658,77333889
32953668,77335167,77335398
32953669,77336677,77336908
32953670,77338186,77338417
32953671,77339696,77339927
32953672,77341205,77341436
32953673,77342715,77342946
32953674,77344225,77344456
32953675,77345733,77345964
32953676,77347243,77347474
32953677,77348753,77348984
32953678,77350262,77350493
32953679,77351771,77352002
32953680,77353281,77353512
32953681,77354790,77355021
32953682,77356300,77356531
32953683,77357810,77358041
32953684,77359319,77359550
32953685,77360829,77361060
32953686,77362338,77362569
32953687,77363847,77364078
32953688,77365357,77365588
32953689,77366867,77367098
32953690,77368376,77368607
32953691,77369886,77370117
32953692,77371395,77371626
32953693,77372905,77373136
32953694,77374415,77374646
32953695,77375924,77376155
32953696,77377434,77377665
32953697,77378943,77379174
32953698,77380453,77380684
32953699,77381963,77382194
32953700,77383472,77383703
32953701,77384981,77385212
32953702,77386491,77386722
32953703,77388001,77388232
32953704,77389510,77389741
32953705,77391020,77391251
32953706,77392529,77392760
32953707,77394039,77394270
32953708,77395548,77395779
32953709,77397058,77397289
32953710,77398568,77398799
32953711,77400076,77400307
32953712,77401586,77401817
32953713,77403096,77403327
32953714,77404605,77404836
32953715,77406115,77406346
32953716,77407625,77407856
32953717,77409134,77409365
32953718,77410644,77410875
32953719,77412153,77412384
32953720,77413662,77413893
32953721,77415172,77415403
32953722,77416681,77416912
32953723,77418191,77418422
32953724,77419700,77419931
32953725,77421210,77421441
32953726,77422719,77422950
32953727,77424229,77424460
32953728,77425738,77425969
32953729,77427248,77427479
32953730,77428757,77428988
32953731,77430267,77430498
32953732,77431777,77432008
32953733,77433286,77433517
32953734,77434796,77435027
32953735,77436306,77436537
32953736,77437815,77438046
32953737,77439325,77439556
32953738,77440834,77441065
32953739,77442343,77442574
32953740,77443853,77444084
32953741,77445363,77445594
32953742,77446873,77447104
32953743,77448383,77448614
32953744,77449892,77450123
32953745,77451402,77451633
32953746,77452911,77453142
32953747,77454420,77454651
32953748,77455930,77456161
32953749,77457440,77457671
32953750,77458949,77459180
32953751,77460459,77460690
32953752,77461969,77462200
32953753,77463479,77463710
32953754,77464988,77465219
32953755,77466497,77466728
32953756,77468007,77468238
32953757,77469516,77469747
32953758,77471025,77471256
32953759,77472534,77472765
32953760,77474044,77474275
32953761,77475554,77475785
32953762,77477063,77477294
32953763,77478572,77478803
32953764,77480081,77480312
32953765,77481590,77481821
32953766,77483100,77483331
32953767,77484610,77484841
32953768,77486119,77486350
32953769,77487628,77487859
32953770,77489138,77489369
32953771,77490647,77490878
32953772,77492157,77492388
32953773,77493667,77493898
32953774,77495176,77495407
32953775,77496686,77496917
32953776,77498195,77498426
32953777,77499704,77499935
32953778,77501214,77501445
32953779,77502724,77502955
32953780,77504234,77504465
32953781,77505743,77505974
32953782,77507252,77507483
32953783,77508762,77508993
32953784,77510271,77510502
32953785,77511781,77512012
32953786,77513291,77513522
32953787,77514800,77515031
32953788,77516309,77516540
32953789,77517819,77518050
32953790,77519328,77519559
32953791,77520839,77521070
32953792,77522348,77522579
32953793,77523858,77524089
32953794,77525367,77525598
32953795,77526877,77527108
32953796,77528386,77528617
32953797,77529896,77530127
32953798,77531405,77531636
32953799,77532915,77533146
32953800,77534425,77534656
32953801,77535934,77536165
32953802,77537444,77537675
32953803,77538954,77539185
32953804,77540463,77540694
32953805,77541973,77542204
32953806,77543482,77543713
32953807,77544990,77545221
32953808,77546500,77546731
32953809,77548009,77548240
32953810,77549519,77549750
32953811,77551029,77551260
32953812,77552538,77552769
32953813,77554048,77554279
32953814,77555557,77555788
32953815,77557067,77557298
32953816,77558576,77558807
32953817,77560086,77560317
32953818,77561596,77561827
32953819,77563106,77563337
32953820,77564615,77564846
32953821,77566125,77566356
32953822,77567634,77567865
32953823,77569143,77569374
32953824,77570653,77570884
32953825,77572161,77572392
32953826,77573671,77573902
32953827,77575181,77575412
32953828,77576689,77576920
32953829,77578199,77578430
32953830,77579709,77579940
32953831,77581218,77581449
32953832,77582728,77582959
32953833,77584237,77584468
32953834,77585746,77585977
32953835,77587256,77587487
32953836,77588765,77588996
32953837,77590274,77590505
32953838,77591784,77592015
32953839,77593293,77593524
32953840,77594803,77595034
32953841,77596312,77596543
32953842,77597821,77598052
32953843,77599331,77599562
32953844,77600840,77601071
32953845,77602350,77602581
32953846,77603859,77604090
32953847,77605369,77605600
32953848,77606878,77607109
32953849,77608387,77608618
32953850,77609897,77610128
32953851,77611407,77611638
32953852,77612917,77613148
32953853,77614425,77614656
32953854,77615935,77616166
32953855,77617444,77617675
32953856,77618953,77619184
32953857,77620463,77620694
32953858,77621972,77622203
32953859,77623482,77623713
32953860,77624992,77625223
32953861,77626502,77626733
32953862,77628011,77628242
32953863,77629521,77629752
32953864,77631030,77631261
32953865,77632540,77632771
32953866,77634049,77634280
32953867,77635559,77635790
32953868,77637068,77637299
32953869,77638578,77638809
32953870,77640088,77640319
32953871,77641597,77641828
32953872,77643106,77643337
32953873,77644616,77644847
32953874,77646126,77646357
32953875,77647635,77647866
32953876,77649145,77649376
32953877,77650654,77650885
32953878,77652164,77652395
32953879,77653674,77653905
32953880,77655183,77655414
32953881,77656693,77656924
32953882,77658202,77658433
32953883,77659712,77659943
32953884,77661222,77661453
32953885,77662731,77662962
32953886,77664240,77664471
32953887,77665750,77665981
32953888,77667259,77667490
32953889,77668770,77669001
32953890,77670279,77670510
32953891,77671789,77672020
32953892,77673298,77673529
32953893,77674808,77675039
32953894,77676317,77676548
32953895,77677827,77678058
32953896,77679336,77679567
32953897,77680846,77681077
32953898,77682356,77682587
32953899,77683865,77684096
32953900,77685375,77685606
32953901,77686884,77687115
32953902,77688393,77688624
32953903,77689903,77690134
32953904,77691412,77691643
32953905,77692921,77693152
32953906,77694431,77694662
32953907,77695940,77696171
32953908,77697450,77697681
32953909,77698960,77699191
32953910,77700468,77700699
32953911,77701978,77702209
32953912,77703488,77703719
32953913,77704997,77705228
32953914,77706507,77706738
32953915,77708016,77708247
32953916,77709526,77709757
32953917,77711035,77711266
32953918,77712545,77712776
32953919,77714055,77714286
32953920,77715564,77715795
32953921,77717073,77717304
32953922,77718583,77718814
32953923,77720092,77720323
32953924,77721602,77721833
32953925,77723112,77723343
32953926,77724621,77724852
32953927,77726131,77726362
32953928,77727641,77727872
32953929,77729150,77729381
32953930,77730660,77730891
32953931,77732169,77732400
32953932,77733679,77733910
32953933,77735189,77735420
32953934,77736698,77736929
32953935,77738207,77738438
32953936,77739716,77739947
32953936,77741226,77741457
32953996,77743161,77743392
32953998,77744671,77744902
32953999,77746180,77746411
32954000,77747689,77747920
32954001,77749199,77749430
32954002,77750709,77750940
32954003,77752218,77752449
32954004,77753728,77753959
32954005,77755237,77755468
32954006,77756747,77756978
32954007,77758257,77758488
32954008,77759766,77759997
32954009,77761276,77761507
32954010,77762785,77763016
32954011,77764295,77764526
32954012,77765805,77766036
32954013,77767313,77767544
32954014,77768823,77769054
32954015,77770333,77770564
32954016,77771842,77772073
32954017,77773352,77773583
32954018,77774861,77775092
32954019,77776370,77776601
32954020,77777880,77778111
32954021,77779390,77779621
32954022,77780899,77781130
32954023,77782409,77782640
32954024,77783917,77784148
32954025,77785427,77785658
32954026,77786937,77787168
32954027,77788447,77788678
32954028,77789956,77790187
32954029,77791466,77791697
32954030,77792975,77793206
32954031,77794485,77794716
32954032,77795994,77796225
32954033,77797504,77797735
32954034,77799014,77799245
32954035,77800523,77800754
32954036,77802033,77802264
32954037,77803543,77803774
32954038,77805052,77805283
32954039,77806562,77806793
32954040,77808071,77808302
32954041,77809580,77809811
32954042,77811090,77811321
32954043,77812599,77812830
32954044,77814109,77814340
32954045,77815618,77815849
32954046,77817127,77817358
32954047,77818637,77818868
32954048,77820146,77820377
32954049,77821656,77821887
32954050,77823165,77823396
32954051,77824674,77824905
32954052,77826184,77826415
32954053,77827693,77827924
32954054,77829202,77829433
32954055,77830712,77830943
32954056,77832221,77832452
32954057,77833731,77833962
32954058,77835241,77835472
32954059,77836750,77836981
32954060,77838259,77838490
32954061,77839769,77840000
32954062,77841277,77841508
32954063,77842786,77843017
32954064,77844296,77844527
32954065,77845805,77846036
32954066,77847315,77847546
32954067,77848824,77849055
32954068,77850333,77850564
32954069,77851843,77852074
32954070,77853352,77853583
32954071,77854861,77855092
32954072,77856370,77856601
32954073,77857880,77858111
32954074,77859389,77859620
32954075,77860898,77861129
32954076,77862407,77862638
32954077,77863917,77864148
32954078,77865426,77865657
32954079,77866935,77867166
32954080,77868444,77868675
32954081,77869954,77870185
32954082,77871463,77871694
32954144,77876594,77876825
32954145,77878102,77878333
32954146,77879612,77879843
32954147,77881122,77881353
32954148,77882632,77882863
32954149,77884141,77884372
32954150,77885650,77885881
32954151,77887160,77887391
32954152,77888669,77888900
32954153,77890179,77890410
32954154,77891689,77891920
32954155,77893198,77893429
32954156,77894708,77894939
32954157,77896218,77896449
32954158,77897727,77897958
32954159,77899237,77899468
32954160,77900746,77900977
32954161,77902256,77902487
32954162,77903765,77903996
32954163,77905275,77905506
32954164,77906784,77907015
32954165,77908294,77908525
32954166,77909803,77910034
32954167,77911313,77911544
32954168,77912822,77913053
32954169,77914332,77914563
32954170,77915842,77916073
32954171,77917351,77917582
32954172,77918860,77919091
32954173,77920370,77920601
32954174,77921880,77922111
32954175,77923389,77923620
32954176,77924899,77925130
32954177,77926409,77926640
32954178,77927919,77928150
32954179,77929428,77929659
32954180,77930937,77931168
32954181,77932447,77932678
32954182,77933956,77934187
32954183,77935465,77935696
32954184,77936975,77937206
32954185,77938484,77938715
32954186,77939994,77940225
32954187,77941504,77941735
32954188,77943012,77943243
32954189,77944522,77944753
32954190,77946031,77946262
32954191,77947540,77947771
32954192,77949050,77949281
32954193,77950559,77950790
32954194,77952068,77952299
32954195,77953578,77953809
32954196,77955087,77955318
32954197,77956597,77956828
32954198,77958107,77958338
32954199,77959616,77959847
32954200,77961126,77961357
32954201,77962635,77962866
32954202,77964144,77964375
32954203,77965654,77965885
32954204,77967164,77967395
32954205,77968674,77968905
32954206,77970183,77970414
32954207,77971693,77971924
32954208,77973203,77973434
32954209,77974712,77974943
32954210,77976221,77976452
32954211,77977731,77977962
32954212,77979240,77979471
32954213,77980749,77980980
32954214,77982259,77982490
32954215,77983768,77983999
32954216,77985278,77985509
32954217,77986788,77987019
32954218,77988297,77988528
32954219,77989807,77990038
32954220,77991316,77991547
32954221,77992825,77993056
32954222,77994335,77994566
32954223,77995844,77996075
32954224,77997354,77997585
32954225,77998864,77999095
32954226,78000373,78000604
32954227,78001883,78002114
32954228,78003391,78003622
32954229,78004900,78005131
32954230,78006410,78006641
32954231,78007919,78008150
32954232,78009429,78009660
32954233,78010938,78011169
32954234,78012448,78012679
32954235,78013958,78014189
32954236,78015468,78015699
32954237,78016977,78017208
32954238,78018487,78018718
32954239,78019996,78020227
32954240,78021504,78021735
32954241,78023014,78023245
32954242,78024523,78024754
32954243,78026032,78026263
32954244,78027542,78027773
32954245,78029051,78029282
32954246,78030561,78030792
32954247,78032071,78032302
32954248,78033579,78033810
32954249,78035089,78035320
32954250,78036599,78036830
32954251,78038108,78038339
32954252,78039618,78039849
32954253,78041127,78041358
32954254,78042636,78042867
32954255,78044146,78044377
32954256,78045654,78045885
32954257,78047164,78047395
32954258,78048674,78048905
32954259,78050183,78050414
32954260,78051693,78051924
32954261,78053202,78053433
32954262,78054710,78054941
32954263,78056220,78056451
32954264,78057729,78057960
32954265,78059238,78059469
32954266,78060748,78060979
32954267,78062256,78062487
32954268,78063766,78063997
32954269,78065276,78065507
32954270,78066785,78067016
32954271,78068295,78068526
32954272,78069804,78070035
32954273,78071313,78071544
32954274,78072823,78073054
32954275,78074332,78074563
32954276,78075840,78076071
32954277,78077350,78077581
32954278,78078859,78079090
32954279,78080369,78080600
32954280,78081878,78082109
32954281,78083387,78083618
32954282,78084897,78085128
32954283,78086407,78086638
32954284,78087915,78088146
32954285,78089425,78089656
32954286,78090935,78091166
32954287,78092444,78092675
32954288,78093954,78094185
32954289,78095463,78095694
32954290,78096974,78097205
32954291,78098483,78098714
32954292,78099992,78100223
32954293,78101502,78101733
32954294,78103011,78103242
32954295,78104520,78104751
32954296,78106030,78106261
32954297,78107539,78107770
32954298,78109049,78109280
32954299,78110559,78110790
32954300,78112068,78112299
32954301,78113578,78113809
32954302,78115088,78115319
32954303,78116597,78116828
32954304,78118107,78118338
32954305,78119616,78119847
32954306,78121125,78121356
32954307,78122635,78122866
32954308,78124144,78124375
32954309,78125654,78125885
32954310,78127163,78127394
32954311,78128672,78128903
32954312,78130181,78130412
32954313,78131690,78131921
32954314,78133200,78133431
32954315,78134709,78134940
32954316,78136218,78136449
32954317,78137727,78137958
32954318,78139237,78139468
32954319,78140745,78140976
32954320,78142255,78142486
32954321,78143765,78143996
32954322,78145274,78145505
32954323,78146784,78147015
32954324,78148293,78148524
32954325,78149803,78150034
32954326,78151312,78151543
32954327,78152822,78153053
32954328,78154331,78154562
32954329,78155841,78156072
32954330,78157350,78157581
32954331,78158860,78159091
32954332,78160370,78160601
32954333,78161879,78162110
32954334,78163389,78163620
32954335,78164898,78165129
32954336,78166407,78166638
32954337,78167917,78168148
32954338,78169427,78169658
32954339,78170936,78171167
32954340,78172446,78172677
32954341,78173956,78174187
32954342,78175466,78175697
32954343,78176975,78177206
32954344,78178484,78178715
32954345,78179994,78180225
32954346,78181503,78181734
32954347,78183013,78183244
32954348,78184523,78184754
32954349,78186032,78186263
32954350,78187542,78187773
32954351,78189051,78189282
32954352,78190560,78190791
32954353,78192070,78192301
32954354,78193580,78193811
32954355,78195089,78195320
32954356,78196599,78196830
32954357,78198108,78198339
32954358,78199618,78199849
32954359,78201128,78201359
32954360,78202637,78202868
32954361,78204147,78204378
32954362,78205656,78205887
32954363,78207165,78207396
32954364,78208675,78208906
32954365,78210185,78210416
32954366,78211694,78211925
32954367,78213204,78213435
32954368,78214713,78214944
32954369,78216223,78216454
32954370,78217732,78217963
32954371,78219242,78219473
32954372,78220751,78220982
32954373,78222261,78222492
32954374,78223770,78224001
32954375,78225280,78225511
32954376,78226789,78227020
32954377,78228299,78228530
32954378,78229809,78230040
32954379,78231318,78231549
32954380,78232828,78233059
32954381,78234338,78234569
32954382,78235847,78236078
32954383,78237357,78237588
32954384,78238866,78239097
32954385,78240375,78240606
32954386,78241885,78242116
32954387,78243394,78243625
32954388,78244905,78245136
32954389,78246414,78246645
32954390,78247923,78248154
32954391,78249433,78249664
32954392,78250942,78251173
32954393,78252451,78252682
32954394,78253961,78254192
32954395,78255470,78255701
32954396,78256980,78257211
32954397,78258490,78258721
32954398,78259999,78260230
32954399,78261509,78261740
32954400,78263018,78263249
32954401,78264527,78264758
32954402,78266037,78266268
32954403,78267547,78267778
32954404,78269055,78269286
32954405,78270565,78270796
32954406,78272074,78272305
32954407,78273584,78273815
32954408,78275094,78275325
32954409,78276603,78276834
32954410,78278113,78278344
32954411,78279622,78279853
32954412,78281132,78281363
32954413,78282642,78282873
32954414,78284151,78284382
32954415,78285660,78285891
32954416,78287169,78287400
32954417,78288679,78288910
32954418,78290189,78290420
32954419,78291698,78291929
32954420,78293207,78293438
32954421,78294717,78294948
32954422,78296227,78296458
32954423,78297736,78297967
32954424,78299246,78299477
32954425,78300754,78300985
32954426,78302264,78302495
32954427,78303774,78304005
32954428,78305284,78305515
32954429,78306793,78307024
32954430,78308302,78308533
32954431,78309812,78310043
32954432,78311321,78311552
32954433,78312830,78313061
32954434,78314339,78314570
32954435,78315849,78316080
32954436,78317358,78317589
32954437,78318868,78319099
32954438,78320378,78320609
32954439,78321887,78322118
32954440,78323397,78323628
32954441,78324906,78325137
32954442,78326415,78326646
32954443,78327925,78328156
32954444,78329434,78329665
32954445,78330944,78331175
32954446,78332454,78332685
32954447,78333963,78334194
32954448,78335473,78335704
32954449,78336982,78337213
32954450,78338491,78338722
32954451,78340001,78340232
32954452,78341509,78341740
32954453,78343018,78343249
32954454,78344528,78344759
32954455,78346037,78346268
32954456,78347546,78347777
32954457,78349056,78349287
32954458,78350565,78350796
32954459,78352075,78352306
32954460,78353584,78353815
32954461,78355093,78355324
32954462,78356603,78356834
32954463,78358111,78358342
32954464,78359621,78359852
32954465,78361131,78361362
32954466,78362640,78362871
32954467,78364149,78364380
32954468,78365659,78365890
32954469,78367168,78367399
32954470,78368678,78368909
32954471,78370188,78370419
32954472,78371697,78371928
32954473,78373207,78373438
32954474,78374716,78374947
32954475,78376226,78376457
32954476,78377735,78377966
32954477,78379245,78379476
32954478,78380755,78380986
32954479,78382265,78382496
32954480,78383773,78384004
32954481,78385283,78385514
32954482,78386792,78387023
32954483,78388301,78388532
32954484,78389811,78390042
32954485,78391319,78391550
32954486,78392828,78393059
32954487,78394338,78394569
32954488,78395847,78396078
32954489,78397357,78397588
32954490,78398866,78399097
32954491,78400375,78400606
32954492,78401885,78402116
32954493,78403394,78403625
32954494,78404903,78405134
32954495,78406413,78406644
32954496,78407922,78408153
32954497,78409431,78409662
32954498,78410941,78411172
32954499,78412450,78412681
32954500,78413960,78414191
32954501,78415469,78415700
32954502,78416978,78417209
32954503,78418488,78418719
32954504,78419997,78420228
32954505,78421506,78421737
32954506,78423016,78423247
32954507,78424524,78424755
32954508,78426033,78426264
32954509,78427543,78427774
32954510,78429052,78429283
32954511,78430562,78430793
32954512,78432071,78432302
32954513,78433581,78433812
32954514,78435091,78435322
32954515,78436600,78436831
32954516,78438109,78438340
32954517,78439619,78439850
32954518,78441128,78441359
32954519,78442638,78442869
32954520,78444148,78444379
32954521,78445657,78445888
32954522,78447168,78447399
32954582,78449136,78449367
32954583,78450646,78450877
32954584,78452154,78452385
32954585,78453664,78453895
32954586,78455174,78455405
32954587,78456684,78456915
32954588,78458193,78458424
32954589,78459703,78459934
32954590,78461212,78461443
32954591,78462722,78462953
32954592,78464231,78464462
32954593,78465741,78465972
32954594,78467251,78467482
32954595,78468760,78468991
32954596,78470270,78470501
32954597,78471779,78472010
32954598,78473288,78473519
32954599,78474798,78475029
32954600,78476308,78476539
32954601,78477817,78478048
32954602,78479327,78479558
32954603,78480836,78481067
32954604,78482346,78482577
32954605,78483856,78484087
32954606,78485365,78485596
32954607,78486875,78487106
32954608,78488384,78488615
32954609,78489894,78490125
32954610,78491404,78491635
32954611,78492913,78493144
32954612,78494422,78494653
32954613,78495932,78496163
32954614,78497442,78497673
32954615,78498951,78499182
32954616,78500461,78500692
32954617,78501970,78502201
32954618,78503480,78503711
32954619,78504989,78505220
32954620,78506499,78506730
32954621,78508008,78508239
32954622,78509518,78509749
32954623,78511028,78511259
32954624,78512538,78512769
32954625,78514047,78514278
32954626,78515557,78515788
32954627,78517066,78517297
32954628,78518575,78518806
32954629,78520085,78520316
32954630,78521595,78521826
32954631,78523104,78523335
32954632,78524614,78524845
32954633,78526123,78526354
32954634,78527633,78527864
32954635,78529142,78529373
32954636,78530652,78530883
32954637,78532162,78532393
32954638,78533671,78533902
32954639,78535180,78535411
32954640,78536690,78536921
32954641,78538199,78538430
32954642,78539709,78539940
32954643,78541219,78541450
32954644,78542728,78542959
32954645,78544238,78544469
32954646,78545747,78545978
32954647,78547256,78547487
32954648,78548766,78548997
32954649,78550275,78550506
32954650,78551784,78552015
32954651,78553294,78553525
32954652,78554803,78555034
32954653,78556313,78556544
32954654,78557822,78558053
32954655,78559332,78559563
32954656,78560841,78561072
32954657,78562351,78562582
32954658,78563860,78564091
32954659,78565369,78565600
32954660,78566878,78567109
32954661,78568387,78568618
32954662,78569897,78570128
32954663,78571407,78571638
32954664,78572917,78573148
32954665,78574425,78574656
