serial,start_sample,end_sample
32897460,1784657,1784888
32897461,1786167,1786398
32897462,1787676,1787907
32897463,1789185,1789416
32897464,1790695,1790926
32897465,1792204,1792435
32897466,1793714,1793945
32897467,1795224,1795455
32897468,1796733,1796964
32897469,1798243,1798474
32897470,1799753,1799984
32897471,1801262,1801493
32897472,1802772,1803003
32897473,1804281,1804512
32897474,1805790,1806021
32897475,1807299,1807530
32897476,1808808,1809039
32897477,1810317,1810548
32897478,1811827,1812058
32897479,1813336,1813567
32897480,1814846,1815077
32897481,1816355,1816586
32897482,1817865,1818096
32897483,1819374,1819605
32897484,1820884,1821115
32897485,1822393,1822624
32897486,1823903,1824134
32897487,1825412,1825643
32897488,1826922,1827153
32897489,1828432,1828663
32897490,1829941,1830172
32897491,1831451,1831682
32897492,1832960,1833191
32897493,1834470,1834701
32897494,1835979,1836210
32897495,1837489,1837720
32897496,1838999,1839230
32897497,1840508,1840739
32897498,1842018,1842249
32897499,1843528,1843759
32897500,1845037,1845268
32897501,1846546,1846777
32897502,1848056,1848287
32897503,1849565,1849796
32897504,1851075,1851306
32897505,1852584,1852815
32897506,1854094,1854325
32897507,1855604,1855835
32897508,1857113,1857344
32897509,1858622,1858853
32897510,1860132,1860363
32897511,1861641,1861872
32897512,1863151,1863382
32897513,1864660,1864891
32897514,1866170,1866401
32897515,1867680,1867911
32897516,1869189,1869420
32897517,1870699,1870930
32897518,1872209,1872440
32897519,1873718,1873949
32897520,1875227,1875458
32897521,1876737,1876968
32897522,1878246,1878477
32897523,1879756,1879987
32897524,1881265,1881496
32897525,1882775,1883006
32897526,1884285,1884516
32897527,1885794,1886025
32897528,1887303,1887534
32897529,1888813,1889044
32897530,1890322,1890553
32897531,1891832,1892063
32897532,1893341,1893572
32897533,1894851,1895082
32897534,1896361,1896592
32897535,1897870,1898101
32897536,1899380,1899611
32897537,1900890,1901121
32897538,1902399,1902630
32897539,1903908,1904139
32897540,1905418,1905649
32897541,1906927,1907158
32897542,1908437,1908668
32897543,1909946,1910177
32897544,1911456,1911687
32897545,1912966,1913197
32897546,1914475,1914706
32897547,1915984,1916215
