serial,start_sample,end_sample
32897296,1693447,1693678
32897286,1694956,1695187
32897280,1696465,1696696
32897344,1697975,1698206
32897344,1699484,1699715
32897346,1700994,1701225
32897344,1702504,1702735
32897348,1704013,1704244
32897348,1705523,1705754
32897350,1707032,1707263
32897344,1708541,1708772
32897352,1710051,1710282
32897352,1711561,1711792
17179869184,1712867,1713098
34359738367,1713967,1714198
32897414,1715223,1715454
32897408,1716733,1716964
32897416,1718242,1718473
32897416,1719752,1719983
32897418,1721262,1721493
32897416,1722771,1723002
32897420,1724281,1724512
32897420,1725790,1726021
32897414,1727299,1727530
32897408,1728809,1729040
32897424,1730318,1730549
32897424,1731828,1732059
32897426,1733338,1733569
32897424,1734847,1735078
32897428,1736357,1736588
32897428,1737866,1738097
32897430,1739375,1739606
32897424,1740885,1741116
32897432,1742394,1742625
32897432,1743904,1744135
32897434,1745414,1745645
32897416,1746923,1747154
32897436,1748433,1748664
32897420,1749942,1750173
32897422,1751451,1751682
32897408,1752961,1753192
32897440,1754470,1754701
32897440,1755979,1756210
32897442,1757489,1757720
32897440,1758998,1759229
32897444,1760508,1760739
32897444,1762017,1762248
32897446,1763527,1763758
32897440,1765035,1765266
32897448,1766544,1766775
32897448,1768053,1768284
32897450,1769563,1769794
32897440,1771073,1771304
32897452,1772582,1772813
32897452,1774092,1774323
32897454,1775601,1775832
32897440,1777110,1777341
32897456,1778620,1778851
32897456,1780129,1780360
32897458,1781638,1781869
32897456,1783148,1783379
32897460,1784657,1784888
32897460,1786167,1786398
32897462,1787676,1787907
32897424,1789185,1789416
32897464,1790695,1790926
32897464,1792204,1792435
32897466,1793714,1793945
32897416,1795224,1795455
32897468,1796733,1796964
32897420,1798243,1798474
32897414,1799753,1799984
32897408,1801262,1801493
32897472,1802772,1803003
32897472,1804281,1804512
32897474,1805790,1806021
32897472,1807299,1807530
32897476,1808808,1809039
32897476,1810317,1810548
32897478,1811827,1812058
32897472,1813336,1813567
32897480,1814846,1815077
32897480,1816355,1816586
32897482,1817865,1818096
32897480,1819374,1819605
32897484,1820884,1821115
32897484,1822393,1822624
32897478,1823903,1824134
32897472,1825412,1825643
32897488,1826922,1827153
32897488,1828432,1828663
32897490,1829941,1830172
32897488,1831451,1831682
32897492,1832960,1833191
32897492,1834470,1834701
32897494,1835979,1836210
32897488,1837489,1837720
32897496,1838999,1839230
32897496,1840508,1840739
32897498,1842018,1842249
32897488,1843528,1843759
32897500,1845037,1845268
32897484,1846546,1846777
32897486,1848056,1848287
32897408,1849565,1849796
32897504,1851075,1851306
32897504,1852584,1852815
32897506,1854094,1854325
32897504,1855604,1855835
32897508,1857113,1857344
32897508,1858622,1858853
32897510,1860132,1860363
32897504,1861641,1861872
32897512,1863151,1863382
32897512,1864660,1864891
32897514,1866170,1866401
32897504,1867680,1867911
32897516,1869189,1869420
32897516,1870699,1870930
32897508,1872209,1872440
32897440,1873718,1873949
32897520,1875227,1875458
32897520,1876737,1876968
32897522,1878246,1878477
32897520,1879756,1879987
32897524,1881265,1881496
32897524,1882775,1883006
32897526,1884285,1884516
32897456,1885794,1886025
32897528,1887303,1887534
32897528,1888813,1889044
32897530,1890322,1890553
32897424,1891832,1892063
32897532,1893341,1893572
32897420,1894851,1895082
32897414,1896361,1896592
32897408,1897870,1898101
32897536,1899380,1899611
32897536,1900890,1901121
32897538,1902399,1902630
32897536,1903908,1904139
32897540,1905418,1905649
32897540,1906927,1907158
32897542,1908437,1908668
32897536,1909946,1910177
32897544,1911456,1911687
32897544,1912966,1913197
32897546,1914475,1914706
32897544,1915984,1916215
32897548,1917494,1917725
32897548,1919003,1919234
