TimeStamps,chunk_serial,UTCTimeStamp
14888007,111091167,2025-10-01 19:10:26.386900
14889008,111091168,2025-10-01 19:10:26.420267
14890009,111091169,2025-10-01 19:10:26.453633
14891010,111091170,2025-10-01 19:10:26.487000
14892011,111091171,2025-10-01 19:10:26.520384
14893013,111091172,2025-10-01 19:10:26.553767
14894014,111091173,2025-10-01 19:10:26.587133
14895016,111091174,2025-10-01 19:10:26.620533
14896017,111091175,2025-10-01 19:10:26.653900
14897019,111091176,2025-10-01 19:10:26.687300
14898020,111091177,2025-10-01 19:10:26.720667
14899021,111091178,2025-10-01 19:10:26.754033
14900023,111091179,2025-10-01 19:10:26.787433
14901024,111091180,2025-10-01 19:10:26.820800
14902025,111091181,2025-10-01 19:10:26.854167
14903026,111091182,2025-10-01 19:10:26.887533
14904028,111091183,2025-10-01 19:10:26.920933
14905029,111091184,2025-10-01 19:10:26.954300
14906030,111091185,2025-10-01 19:10:26.987667
14907032,111091186,2025-10-01 19:10:27.021067
14908033,111091187,2025-10-01 19:10:27.054433
14909035,111091188,2025-10-01 19:10:27.087833
14910036,111091189,2025-10-01 19:10:27.121200
14911037,111091190,2025-10-01 19:10:27.154567
14912038,111091191,2025-10-01 19:10:27.187933
14913040,111091192,2025-10-01 19:10:27.221333
14914041,111091193,2025-10-01 19:10:27.254700
14915042,111091194,2025-10-01 19:10:27.288067
14916044,111091195,2025-10-01 19:10:27.321467
14917045,111091196,2025-10-01 19:10:27.354833
14918047,111091197,2025-10-01 19:10:27.388233
14919048,111091198,2025-10-01 19:10:27.421600
14920050,111091199,2025-10-01 19:10:27.455000
14921051,111091200,2025-10-01 19:10:27.488367
14922052,111091201,2025-10-01 19:10:27.521733
14923054,111091202,2025-10-01 19:10:27.555133
14924055,111091203,2025-10-01 19:10:27.588500
14925056,111091204,2025-10-01 19:10:27.621867
14926057,111091205,2025-10-01 19:10:27.655233
14927059,111091206,2025-10-01 19:10:27.688633
14928060,111091207,2025-10-01 19:10:27.722000
14929062,111091208,2025-10-01 19:10:27.755400
14930063,111091209,2025-10-01 19:10:27.788767
14931064,111091210,2025-10-01 19:10:27.822133
14932066,111091211,2025-10-01 19:10:27.855533
14933067,111091212,2025-10-01 19:10:27.888900
14934069,111091213,2025-10-01 19:10:27.922300
14935070,111091214,2025-10-01 19:10:27.955667
14936071,111091215,2025-10-01 19:10:27.989033
14937072,111091216,2025-10-01 19:10:28.022400
14938074,111091217,2025-10-01 19:10:28.055800
14939075,111091218,2025-10-01 19:10:28.089167
14940076,111091219,2025-10-01 19:10:28.122533
14941078,111091220,2025-10-01 19:10:28.155933
14942079,111091221,2025-10-01 19:10:28.189300
14943080,111091222,2025-10-01 19:10:28.222667
14944081,111091223,2025-10-01 19:10:28.256033
14945083,111091224,2025-10-01 19:10:28.289433
14946084,111091225,2025-10-01 19:10:28.322800
14947085,111091226,2025-10-01 19:10:28.356167
14948087,111091227,2025-10-01 19:10:28.389567
14949088,111091228,2025-10-01 19:10:28.422933
14950089,111091229,2025-10-01 19:10:28.456300
14951090,111091230,2025-10-01 19:10:28.489667
14952092,111091231,2025-10-01 19:10:28.523067
14953093,111091232,2025-10-01 19:10:28.556433
14954095,111091233,2025-10-01 19:10:28.589833
14955096,111091234,2025-10-01 19:10:28.623200
14956097,111091235,2025-10-01 19:10:28.656567
14957099,111091236,2025-10-01 19:10:28.689967
14958100,111091237,2025-10-01 19:10:28.723333
14959102,111091238,2025-10-01 19:10:28.756733
14960103,111091239,2025-10-01 19:10:28.790100
14961104,111091240,2025-10-01 19:10:28.823467
14962105,111091241,2025-10-01 19:10:28.856833
14963107,111091242,2025-10-01 19:10:28.890233
14964109,111091243,2025-10-01 19:10:28.923633
14965110,111091244,2025-10-01 19:10:28.957000
14966111,111091245,2025-10-01 19:10:28.990367
14967112,111091246,2025-10-01 19:10:29.023733
14968114,111091247,2025-10-01 19:10:29.057133
14969115,111091248,2025-10-01 19:10:29.090500
14970117,111091249,2025-10-01 19:10:29.123900
14971118,111091250,2025-10-01 19:10:29.157267
14972119,111091251,2025-10-01 19:10:29.190633
14973121,111091252,2025-10-01 19:10:29.224033
14974122,111091253,2025-10-01 19:10:29.257400
14975123,111091254,2025-10-01 19:10:29.290784
14976125,111091255,2025-10-01 19:10:29.324167
14977126,111091256,2025-10-01 19:10:29.357533
14978127,111091257,2025-10-01 19:10:29.390900
14979129,111091258,2025-10-01 19:10:29.424300
14980130,111091259,2025-10-01 19:10:29.457667
14981132,111091260,2025-10-01 19:10:29.491067
14982133,111091261,2025-10-01 19:10:29.524433
14983134,111091262,2025-10-01 19:10:29.557800
14984136,111091263,2025-10-01 19:10:29.591200
14985137,111091264,2025-10-01 19:10:29.624567
14986138,111091265,2025-10-01 19:10:29.657933
14987140,111091266,2025-10-01 19:10:29.691333
14988141,111091267,2025-10-01 19:10:29.724700
14989142,111091268,2025-10-01 19:10:29.758067
14990143,111091269,2025-10-01 19:10:29.791433
14991145,111091270,2025-10-01 19:10:29.824833
14992146,111091271,2025-10-01 19:10:29.858200
14993147,111091272,2025-10-01 19:10:29.891567
14994148,111091273,2025-10-01 19:10:29.924950
14995150,111091274,2025-10-01 19:10:29.958333
14996151,111091275,2025-10-01 19:10:29.991700
14997153,111091276,2025-10-01 19:10:30.025100
14998154,111091277,2025-10-01 19:10:30.058467
14999155,111091278,2025-10-01 19:10:30.091833
15000157,111091279,2025-10-01 19:10:30.125233
15001158,111091280,2025-10-01 19:10:30.158600
15002160,111091281,2025-10-01 19:10:30.192000
15003161,111091282,2025-10-01 19:10:30.225367
15004162,111091283,2025-10-01 19:10:30.258733
15005163,111091284,2025-10-01 19:10:30.292100
15006164,111091285,2025-10-01 19:10:30.325467
15007166,111091286,2025-10-01 19:10:30.358867
15008167,111091287,2025-10-01 19:10:30.392233
15009169,111091288,2025-10-01 19:10:30.425633
15010170,111091289,2025-10-01 19:10:30.459000
15011171,111091290,2025-10-01 19:10:30.492367
15012172,111091291,2025-10-01 19:10:30.525733
15013174,111091292,2025-10-01 19:10:30.559133
15014176,111091293,2025-10-01 19:10:30.592533
15015177,111091294,2025-10-01 19:10:30.625900
15016178,111091295,2025-10-01 19:10:30.659267
15017179,111091296,2025-10-01 19:10:30.692633
15018181,111091297,2025-10-01 19:10:30.726033
15019182,111091298,2025-10-01 19:10:30.759400
15020183,111091299,2025-10-01 19:10:30.792767
15021185,111091300,2025-10-01 19:10:30.826167
15022186,111091301,2025-10-01 19:10:30.859533
15023188,111091302,2025-10-01 19:10:30.892933
15024189,111091303,2025-10-01 19:10:30.926300
15025191,111091304,2025-10-01 19:10:30.959700
15026192,111091305,2025-10-01 19:10:30.993067
15027193,111091306,2025-10-01 19:10:31.026433
15028194,111091307,2025-10-01 19:10:31.059800
15029195,111091308,2025-10-01 19:10:31.093167
15030197,111091309,2025-10-01 19:10:31.126567
15031198,111091310,2025-10-01 19:10:31.159933
15032200,111091311,2025-10-01 19:10:31.193333
15033201,111091312,2025-10-01 19:10:31.226700
15034203,111091313,2025-10-01 19:10:31.260100
15035204,111091314,2025-10-01 19:10:31.293467
15036205,111091315,2025-10-01 19:10:31.326833
15037206,111091316,2025-10-01 19:10:31.360200
15038208,111091317,2025-10-01 19:10:31.393600
15039210,111091318,2025-10-01 19:10:31.427000
15040211,111091319,2025-10-01 19:10:31.460367
15041212,111091320,2025-10-01 19:10:31.493733
15042213,111091321,2025-10-01 19:10:31.527100
15043215,111091322,2025-10-01 19:10:31.560500
15044216,111091323,2025-10-01 19:10:31.593867
15045217,111091324,2025-10-01 19:10:31.627233
15046219,111091325,2025-10-01 19:10:31.660633
15047220,111091326,2025-10-01 19:10:31.694000
15048222,111091327,2025-10-01 19:10:31.727400
15049223,111091328,2025-10-01 19:10:31.760767
15050225,111091329,2025-10-01 19:10:31.794167
15051226,111091330,2025-10-01 19:10:31.827533
15052227,111091331,2025-10-01 19:10:31.860900
15053228,111091332,2025-10-01 19:10:31.894267
15054229,111091333,2025-10-01 19:10:31.927633
15055231,111091334,2025-10-01 19:10:31.961033
15056232,111091335,2025-10-01 19:10:31.994400
15057234,111091336,2025-10-01 19:10:32.027800
15058235,111091337,2025-10-01 19:10:32.061167
15059237,111091338,2025-10-01 19:10:32.094567
15060238,111091339,2025-10-01 19:10:32.127933
15061239,111091340,2025-10-01 19:10:32.161300
15062241,111091341,2025-10-01 19:10:32.194700
15063242,111091342,2025-10-01 19:10:32.228067
15064244,111091343,2025-10-01 19:10:32.261467
15065245,111091344,2025-10-01 19:10:32.294833
15066246,111091345,2025-10-01 19:10:32.328200
15067247,111091346,2025-10-01 19:10:32.361567
15068249,111091347,2025-10-01 19:10:32.394967
15069250,111091348,2025-10-01 19:10:32.428333
15070252,111091349,2025-10-01 19:10:32.461733
15071253,111091350,2025-10-01 19:10:32.495100
15072254,111091351,2025-10-01 19:10:32.528467
15073256,111091352,2025-10-01 19:10:32.561867
15074257,111091353,2025-10-01 19:10:32.595233
15075259,111091354,2025-10-01 19:10:32.628633
15076260,111091355,2025-10-01 19:10:32.662000
15077261,111091356,2025-10-01 19:10:32.695367
15078262,111091357,2025-10-01 19:10:32.728733
15079264,111091358,2025-10-01 19:10:32.762133
15080265,111091359,2025-10-01 19:10:32.795500
15081266,111091360,2025-10-01 19:10:32.828867
15082268,111091361,2025-10-01 19:10:32.862267
15083269,111091362,2025-10-01 19:10:32.895633
15084270,111091363,2025-10-01 19:10:32.929000
15085271,111091364,2025-10-01 19:10:32.962367
15086273,111091365,2025-10-01 19:10:32.995767
15087274,111091366,2025-10-01 19:10:33.029133
15088275,111091367,2025-10-01 19:10:33.062500
15089277,111091368,2025-10-01 19:10:33.095900
15090278,111091369,2025-10-01 19:10:33.129267
15091280,111091370,2025-10-01 19:10:33.162667
15092281,111091371,2025-10-01 19:10:33.196033
15093282,111091372,2025-10-01 19:10:33.229400
15094283,111091373,2025-10-01 19:10:33.262767
15095285,111091374,2025-10-01 19:10:33.296167
15096287,111091375,2025-10-01 19:10:33.329567
15097288,111091376,2025-10-01 19:10:33.362933
15098289,111091377,2025-10-01 19:10:33.396300
15099290,111091378,2025-10-01 19:10:33.429667
15100292,111091379,2025-10-01 19:10:33.463067
15101293,111091380,2025-10-01 19:10:33.496433
15102295,111091381,2025-10-01 19:10:33.529833
15103296,111091382,2025-10-01 19:10:33.563200
15104297,111091383,2025-10-01 19:10:33.596567
15105299,111091384,2025-10-01 19:10:33.629967
15106300,111091385,2025-10-01 19:10:33.663333
15107302,111091386,2025-10-01 19:10:33.696733
15108303,111091387,2025-10-01 19:10:33.730100
15109304,111091388,2025-10-01 19:10:33.763467
15110305,111091389,2025-10-01 19:10:33.796833
15111307,111091390,2025-10-01 19:10:33.830233
15112308,111091391,2025-10-01 19:10:33.863600
15113309,111091392,2025-10-01 19:10:33.896967
15114311,111091393,2025-10-01 19:10:33.930367
15115312,111091394,2025-10-01 19:10:33.963733
15116314,111091395,2025-10-01 19:10:33.997133
15117315,111091396,2025-10-01 19:10:34.030500
15118316,111091397,2025-10-01 19:10:34.063867
15119317,111091398,2025-10-01 19:10:34.097233
15120319,111091399,2025-10-01 19:10:34.130633
15121320,111091400,2025-10-01 19:10:34.164000
15122321,111091401,2025-10-01 19:10:34.197367
15123323,111091402,2025-10-01 19:10:34.230767
15124324,111091403,2025-10-01 19:10:34.264133
15125325,111091404,2025-10-01 19:10:34.297500
15126326,111091405,2025-10-01 19:10:34.330867
15127328,111091406,2025-10-01 19:10:34.364267
15128329,111091407,2025-10-01 19:10:34.397633
15129330,111091408,2025-10-01 19:10:34.431000
15130332,111091409,2025-10-01 19:10:34.464400
15131333,111091410,2025-10-01 19:10:34.497767
15132335,111091411,2025-10-01 19:10:34.531167
15133336,111091412,2025-10-01 19:10:34.564533
15134338,111091413,2025-10-01 19:10:34.597933
15135339,111091414,2025-10-01 19:10:34.631300
15136340,111091415,2025-10-01 19:10:34.664667
15137342,111091416,2025-10-01 19:10:34.698067
15138343,111091417,2025-10-01 19:10:34.731433
15139345,111091418,2025-10-01 19:10:34.764833
15140346,111091419,2025-10-01 19:10:34.798200
15141347,111091420,2025-10-01 19:10:34.831567
15142348,111091421,2025-10-01 19:10:34.864933
15143350,111091422,2025-10-01 19:10:34.898333
15144351,111091423,2025-10-01 19:10:34.931700
15145352,111091424,2025-10-01 19:10:34.965067
15146354,111091425,2025-10-01 19:10:34.998467
15147355,111091426,2025-10-01 19:10:35.031833
15148356,111091427,2025-10-01 19:10:35.065200
15149358,111091428,2025-10-01 19:10:35.098600
15150359,111091429,2025-10-01 19:10:35.131967
15151360,111091430,2025-10-01 19:10:35.165333
15152361,111091431,2025-10-01 19:10:35.198700
15153363,111091432,2025-10-01 19:10:35.232100
15154364,111091433,2025-10-01 19:10:35.265467
15155366,111091434,2025-10-01 19:10:35.298867
15156367,111091435,2025-10-01 19:10:35.332233
15157369,111091436,2025-10-01 19:10:35.365633
15158370,111091437,2025-10-01 19:10:35.399000
15159371,111091438,2025-10-01 19:10:35.432367
15160372,111091439,2025-10-01 19:10:35.465733
15161374,111091440,2025-10-01 19:10:35.499133
15162375,111091441,2025-10-01 19:10:35.532500
15163377,111091442,2025-10-01 19:10:35.565900
15164378,111091443,2025-10-01 19:10:35.599267
15165379,111091444,2025-10-01 19:10:35.632633
15166381,111091445,2025-10-01 19:10:35.666033
15167382,111091446,2025-10-01 19:10:35.699400
15168383,111091447,2025-10-01 19:10:35.732767
15169385,111091448,2025-10-01 19:10:35.766167
15170386,111091449,2025-10-01 19:10:35.799533
15171387,111091450,2025-10-01 19:10:35.832900
15172388,111091451,2025-10-01 19:10:35.866284
15173390,111091452,2025-10-01 19:10:35.899667
15174391,111091453,2025-10-01 19:10:35.933033
15175392,111091454,2025-10-01 19:10:35.966400
15176394,111091455,2025-10-01 19:10:35.999800
15177395,111091456,2025-10-01 19:10:36.033167
15178396,111091457,2025-10-01 19:10:36.066533
15179397,111091458,2025-10-01 19:10:36.099900
15180399,111091459,2025-10-01 19:10:36.133300
15181400,111091460,2025-10-01 19:10:36.166667
15182402,111091461,2025-10-01 19:10:36.200067
15183403,111091462,2025-10-01 19:10:36.233433
15184404,111091463,2025-10-01 19:10:36.266800
15185405,111091464,2025-10-01 19:10:36.300167
15186407,111091465,2025-10-01 19:10:36.333567
15187409,111091466,2025-10-01 19:10:36.366967
15188410,111091467,2025-10-01 19:10:36.400333
15189411,111091468,2025-10-01 19:10:36.433700
15190412,111091469,2025-10-01 19:10:36.467067
15191414,111091470,2025-10-01 19:10:36.500467
15192415,111091471,2025-10-01 19:10:36.533833
15193416,111091472,2025-10-01 19:10:36.567200
15194418,111091473,2025-10-01 19:10:36.600600
15195419,111091474,2025-10-01 19:10:36.633967
15196421,111091475,2025-10-01 19:10:36.667367
15197422,111091476,2025-10-01 19:10:36.700733
15198423,111091477,2025-10-01 19:10:36.734100
15199424,111091478,2025-10-01 19:10:36.767467
15200426,111091479,2025-10-01 19:10:36.800867
15201427,111091480,2025-10-01 19:10:36.834233
15202428,111091481,2025-10-01 19:10:36.867600
15203430,111091482,2025-10-01 19:10:36.901000
15204431,111091483,2025-10-01 19:10:36.934367
15205433,111091484,2025-10-01 19:10:36.967767
15206434,111091485,2025-10-01 19:10:37.001133
15207435,111091486,2025-10-01 19:10:37.034500
15208436,111091487,2025-10-01 19:10:37.067867
15209438,111091488,2025-10-01 19:10:37.101267
15210440,111091489,2025-10-01 19:10:37.134667
15211441,111091490,2025-10-01 19:10:37.168033
15212442,111091491,2025-10-01 19:10:37.201400
15213443,111091492,2025-10-01 19:10:37.234767
15214445,111091493,2025-10-01 19:10:37.268167
15215446,111091494,2025-10-01 19:10:37.301533
15216448,111091495,2025-10-01 19:10:37.334933
15217449,111091496,2025-10-01 19:10:37.368300
15218450,111091497,2025-10-01 19:10:37.401667
15219452,111091498,2025-10-01 19:10:37.435067
15220453,111091499,2025-10-01 19:10:37.468433
15221454,111091500,2025-10-01 19:10:37.501800
15222455,111091501,2025-10-01 19:10:37.535167
15223457,111091502,2025-10-01 19:10:37.568567
15224458,111091503,2025-10-01 19:10:37.601933
15225460,111091504,2025-10-01 19:10:37.635333
15226461,111091505,2025-10-01 19:10:37.668700
15227462,111091506,2025-10-01 19:10:37.702067
15228464,111091507,2025-10-01 19:10:37.735467
15229465,111091508,2025-10-01 19:10:37.768833
15230467,111091509,2025-10-01 19:10:37.802233
15231468,111091510,2025-10-01 19:10:37.835600
15232470,111091511,2025-10-01 19:10:37.869000
15233471,111091512,2025-10-01 19:10:37.902367
15234472,111091513,2025-10-01 19:10:37.935733
15235473,111091514,2025-10-01 19:10:37.969117
15236475,111091515,2025-10-01 19:10:38.002500
15237476,111091516,2025-10-01 19:10:38.035867
15238477,111091517,2025-10-01 19:10:38.069233
15239479,111091518,2025-10-01 19:10:38.102633
15240480,111091519,2025-10-01 19:10:38.136000
15241481,111091520,2025-10-01 19:10:38.169367
15242482,111091521,2025-10-01 19:10:38.202733
15243483,111091522,2025-10-01 19:10:38.236100
15244485,111091523,2025-10-01 19:10:38.269500
15245486,111091524,2025-10-01 19:10:38.302867
15246488,111091525,2025-10-01 19:10:38.336267
15247489,111091526,2025-10-01 19:10:38.369633
15248490,111091527,2025-10-01 19:10:38.403000
15249492,111091528,2025-10-01 19:10:38.436400
15250493,111091529,2025-10-01 19:10:38.469767
15251495,111091530,2025-10-01 19:10:38.503167
15252496,111091531,2025-10-01 19:10:38.536533
15253498,111091532,2025-10-01 19:10:38.569933
15254499,111091533,2025-10-01 19:10:38.603300
15255500,111091534,2025-10-01 19:10:38.636667
15256501,111091535,2025-10-01 19:10:38.670033
15257503,111091536,2025-10-01 19:10:38.703433
15258504,111091537,2025-10-01 19:10:38.736800
15259505,111091538,2025-10-01 19:10:38.770167
15260507,111091539,2025-10-01 19:10:38.803567
15261508,111091540,2025-10-01 19:10:38.836933
15262510,111091541,2025-10-01 19:10:38.870333
15263511,111091542,2025-10-01 19:10:38.903700
15264513,111091543,2025-10-01 19:10:38.937100
15265514,111091544,2025-10-01 19:10:38.970467
15266515,111091545,2025-10-01 19:10:39.003833
15267516,111091546,2025-10-01 19:10:39.037200
15268517,111091547,2025-10-01 19:10:39.070567
15269519,111091548,2025-10-01 19:10:39.103967
15270520,111091549,2025-10-01 19:10:39.137333
15271522,111091550,2025-10-01 19:10:39.170733
15272523,111091551,2025-10-01 19:10:39.204100
15273524,111091552,2025-10-01 19:10:39.237467
15274525,111091553,2025-10-01 19:10:39.270833
15275527,111091554,2025-10-01 19:10:39.304233
15276528,111091555,2025-10-01 19:10:39.337600
15277529,111091556,2025-10-01 19:10:39.370967
15278531,111091557,2025-10-01 19:10:39.404367
15279532,111091558,2025-10-01 19:10:39.437733
15280534,111091559,2025-10-01 19:10:39.471133
15281535,111091560,2025-10-01 19:10:39.504500
15282536,111091561,2025-10-01 19:10:39.537867
15283537,111091562,2025-10-01 19:10:39.571233
15284539,111091563,2025-10-01 19:10:39.604633
15285541,111091564,2025-10-01 19:10:39.638033
15286542,111091565,2025-10-01 19:10:39.671400
15287543,111091566,2025-10-01 19:10:39.704767
15288544,111091567,2025-10-01 19:10:39.738133
15289546,111091568,2025-10-01 19:10:39.771533
15290547,111091569,2025-10-01 19:10:39.804900
15291549,111091570,2025-10-01 19:10:39.838300
15292550,111091571,2025-10-01 19:10:39.871667
15293552,111091572,2025-10-01 19:10:39.905067
15294553,111091573,2025-10-01 19:10:39.938433
15295554,111091574,2025-10-01 19:10:39.971800
15296556,111091575,2025-10-01 19:10:40.005200
15297557,111091576,2025-10-01 19:10:40.038567
15298559,111091577,2025-10-01 19:10:40.071967
15299560,111091578,2025-10-01 19:10:40.105333
15300561,111091579,2025-10-01 19:10:40.138700
15301563,111091580,2025-10-01 19:10:40.172100
15302564,111091581,2025-10-01 19:10:40.205467
15303566,111091582,2025-10-01 19:10:40.238867
15304567,111091583,2025-10-01 19:10:40.272233
15305568,111091584,2025-10-01 19:10:40.305600
15306569,111091585,2025-10-01 19:10:40.338967
15307571,111091586,2025-10-01 19:10:40.372367
15308573,111091587,2025-10-01 19:10:40.405767
15309574,111091588,2025-10-01 19:10:40.439133
15310575,111091589,2025-10-01 19:10:40.472500
15311576,111091590,2025-10-01 19:10:40.505867
15312578,111091591,2025-10-01 19:10:40.539267
15313579,111091592,2025-10-01 19:10:40.572633
15314581,111091593,2025-10-01 19:10:40.606033
15315582,111091594,2025-10-01 19:10:40.639400
15316584,111091595,2025-10-01 19:10:40.672800
15317585,111091596,2025-10-01 19:10:40.706167
15318586,111091597,2025-10-01 19:10:40.739533
15319588,111091598,2025-10-01 19:10:40.772933
15320589,111091599,2025-10-01 19:10:40.806300
15321591,111091600,2025-10-01 19:10:40.839700
15322592,111091601,2025-10-01 19:10:40.873067
15323593,111091602,2025-10-01 19:10:40.906433
15324595,111091603,2025-10-01 19:10:40.939833
15325596,111091604,2025-10-01 19:10:40.973200
15326598,111091605,2025-10-01 19:10:41.006600
15327599,111091606,2025-10-01 19:10:41.039967
15328600,111091607,2025-10-01 19:10:41.073333
15329601,111091608,2025-10-01 19:10:41.106700
15330603,111091609,2025-10-01 19:10:41.140100
15331604,111091610,2025-10-01 19:10:41.173467
15332605,111091611,2025-10-01 19:10:41.206833
15333607,111091612,2025-10-01 19:10:41.240233
15334608,111091613,2025-10-01 19:10:41.273600
15335610,111091614,2025-10-01 19:10:41.307000
15336611,111091615,2025-10-01 19:10:41.340367
15337612,111091616,2025-10-01 19:10:41.373733
15338613,111091617,2025-10-01 19:10:41.407100
15339615,111091618,2025-10-01 19:10:41.440500
15340616,111091619,2025-10-01 19:10:41.473867
15341617,111091620,2025-10-01 19:10:41.507233
15342619,111091621,2025-10-01 19:10:41.540633
15343620,111091622,2025-10-01 19:10:41.574000
15344621,111091623,2025-10-01 19:10:41.607367
15345623,111091624,2025-10-01 19:10:41.640767
15346624,111091625,2025-10-01 19:10:41.674133
15347625,111091626,2025-10-01 19:10:41.707500
15348626,111091627,2025-10-01 19:10:41.740867
15349628,111091628,2025-10-01 19:10:41.774267
15350629,111091629,2025-10-01 19:10:41.807633
15351631,111091630,2025-10-01 19:10:41.841033
15352632,111091631,2025-10-01 19:10:41.874400
15353633,111091632,2025-10-01 19:10:41.907767
15354634,111091633,2025-10-01 19:10:41.941133
15355636,111091634,2025-10-01 19:10:41.974533
15356637,111091635,2025-10-01 19:10:42.007900
15357638,111091636,2025-10-01 19:10:42.041267
15358639,111091637,2025-10-01 19:10:42.074650
15359641,111091638,2025-10-01 19:10:42.108033
15360642,111091639,2025-10-01 19:10:42.141400
15361643,111091640,2025-10-01 19:10:42.174767
15362645,111091641,2025-10-01 19:10:42.208167
15363646,111091642,2025-10-01 19:10:42.241533
15364648,111091643,2025-10-01 19:10:42.274933
15365649,111091644,2025-10-01 19:10:42.308300
15366650,111091645,2025-10-01 19:10:42.341667
15367652,111091646,2025-10-01 19:10:42.375067
15368653,111091647,2025-10-01 19:10:42.408433
15369655,111091648,2025-10-01 19:10:42.441833
15370656,111091649,2025-10-01 19:10:42.475200
15371657,111091650,2025-10-01 19:10:42.508567
15372658,111091651,2025-10-01 19:10:42.541933
15373660,111091652,2025-10-01 19:10:42.575333
15374661,111091653,2025-10-01 19:10:42.608700
15375662,111091654,2025-10-01 19:10:42.642067
15376664,111091655,2025-10-01 19:10:42.675467
15377665,111091656,2025-10-01 19:10:42.708833
15378667,111091657,2025-10-01 19:10:42.742233
15379668,111091658,2025-10-01 19:10:42.775600
15380669,111091659,2025-10-01 19:10:42.808984
15381671,111091660,2025-10-01 19:10:42.842367
15382673,111091661,2025-10-01 19:10:42.875767
15383674,111091662,2025-10-01 19:10:42.909133
15384675,111091663,2025-10-01 19:10:42.942500
15385677,111091664,2025-10-01 19:10:42.975900
15386678,111091665,2025-10-01 19:10:43.009267
15387680,111091666,2025-10-01 19:10:43.042667
15388681,111091667,2025-10-01 19:10:43.076033
15389682,111091668,2025-10-01 19:10:43.109400
15390684,111091669,2025-10-01 19:10:43.142800
15391685,111091670,2025-10-01 19:10:43.176167
15392686,111091671,2025-10-01 19:10:43.209550
15393688,111091672,2025-10-01 19:10:43.242933
15394689,111091673,2025-10-01 19:10:43.276300
15395690,111091674,2025-10-01 19:10:43.309667
15396692,111091675,2025-10-01 19:10:43.343067
15397693,111091676,2025-10-01 19:10:43.376433
15398695,111091677,2025-10-01 19:10:43.409833
15399696,111091678,2025-10-01 19:10:43.443200
15400697,111091679,2025-10-01 19:10:43.476567
15401699,111091680,2025-10-01 19:10:43.509967
15402700,111091681,2025-10-01 19:10:43.543333
15403701,111091682,2025-10-01 19:10:43.576717
15404703,111091683,2025-10-01 19:10:43.610100
15405704,111091684,2025-10-01 19:10:43.643467
15406706,111091685,2025-10-01 19:10:43.676867
15407707,111091686,2025-10-01 19:10:43.710233
15408708,111091687,2025-10-01 19:10:43.743600
15409709,111091688,2025-10-01 19:10:43.776967
15410711,111091689,2025-10-01 19:10:43.810367
15411712,111091690,2025-10-01 19:10:43.843733
15412714,111091691,2025-10-01 19:10:43.877133
15413715,111091692,2025-10-01 19:10:43.910500
15414716,111091693,2025-10-01 19:10:43.943867
15415718,111091694,2025-10-01 19:10:43.977267
15416719,111091695,2025-10-01 19:10:44.010633
15417720,111091696,2025-10-01 19:10:44.044000
15418722,111091697,2025-10-01 19:10:44.077400
15419723,111091698,2025-10-01 19:10:44.110767
15420724,111091699,2025-10-01 19:10:44.144133
15421725,111091700,2025-10-01 19:10:44.177500
15422727,111091701,2025-10-01 19:10:44.210900
15423728,111091702,2025-10-01 19:10:44.244267
15424730,111091703,2025-10-01 19:10:44.277667
15425731,111091704,2025-10-01 19:10:44.311033
15426732,111091705,2025-10-01 19:10:44.344400
15427734,111091706,2025-10-01 19:10:44.377800
15428735,111091707,2025-10-01 19:10:44.411167
15429736,111091708,2025-10-01 19:10:44.444533
15430737,111091709,2025-10-01 19:10:44.477900
15431739,111091710,2025-10-01 19:10:44.511300
15432740,111091711,2025-10-01 19:10:44.544667
15433742,111091712,2025-10-01 19:10:44.578067
15434743,111091713,2025-10-01 19:10:44.611433
15435745,111091714,2025-10-01 19:10:44.644833
15436746,111091715,2025-10-01 19:10:44.678200
15437747,111091716,2025-10-01 19:10:44.711567
15438749,111091717,2025-10-01 19:10:44.744967
15439750,111091718,2025-10-01 19:10:44.778333
15440752,111091719,2025-10-01 19:10:44.811733
15441753,111091720,2025-10-01 19:10:44.845100
15442754,111091721,2025-10-01 19:10:44.878467
15443755,111091722,2025-10-01 19:10:44.911833
15444757,111091723,2025-10-01 19:10:44.945233
15445758,111091724,2025-10-01 19:10:44.978600
15446760,111091725,2025-10-01 19:10:45.012000
15447761,111091726,2025-10-01 19:10:45.045367
15448762,111091727,2025-10-01 19:10:45.078733
15449764,111091728,2025-10-01 19:10:45.112133
15450765,111091729,2025-10-01 19:10:45.145500
15451767,111091730,2025-10-01 19:10:45.178900
15452768,111091731,2025-10-01 19:10:45.212267
15453769,111091732,2025-10-01 19:10:45.245633
15454771,111091733,2025-10-01 19:10:45.279033
15455772,111091734,2025-10-01 19:10:45.312400
15456774,111091735,2025-10-01 19:10:45.345800
15457775,111091736,2025-10-01 19:10:45.379167
15458777,111091737,2025-10-01 19:10:45.412567
15459778,111091738,2025-10-01 19:10:45.445933
15460779,111091739,2025-10-01 19:10:45.479300
15461781,111091740,2025-10-01 19:10:45.512700
15462782,111091741,2025-10-01 19:10:45.546067
15463784,111091742,2025-10-01 19:10:45.579467
15464785,111091743,2025-10-01 19:10:45.612833
15465787,111091744,2025-10-01 19:10:45.646233
15466788,111091745,2025-10-01 19:10:45.679600
15467789,111091746,2025-10-01 19:10:45.712967
15468790,111091747,2025-10-01 19:10:45.746333
15469792,111091748,2025-10-01 19:10:45.779733
