TimeStamps,chunk_serial,UTCTimeStamp
14305218,111090585,2025-10-01 19:10:06.960600
14306219,111090586,2025-10-01 19:10:06.993967
14307220,111090587,2025-10-01 19:10:07.027333
14308222,111090588,2025-10-01 19:10:07.060733
14309223,111090589,2025-10-01 19:10:07.094100
14310224,111090590,2025-10-01 19:10:07.127467
14311226,111090591,2025-10-01 19:10:07.160867
14312227,111090592,2025-10-01 19:10:07.194233
14313229,111090593,2025-10-01 19:10:07.227633
14314230,111090594,2025-10-01 19:10:07.261000
14315231,111090595,2025-10-01 19:10:07.294367
14316232,111090596,2025-10-01 19:10:07.327733
14317234,111090597,2025-10-01 19:10:07.361133
14318235,111090598,2025-10-01 19:10:07.394500
14319236,111090599,2025-10-01 19:10:07.427867
14320238,111090600,2025-10-01 19:10:07.461267
14321239,111090601,2025-10-01 19:10:07.494633
14322240,111090602,2025-10-01 19:10:07.528000
14323241,111090603,2025-10-01 19:10:07.561367
14324243,111090604,2025-10-01 19:10:07.594767
14325244,111090605,2025-10-01 19:10:07.628133
14326246,111090606,2025-10-01 19:10:07.661533
14327247,111090607,2025-10-01 19:10:07.694900
14328249,111090608,2025-10-01 19:10:07.728300
14329250,111090609,2025-10-01 19:10:07.761667
14330251,111090610,2025-10-01 19:10:07.795033
14331253,111090611,2025-10-01 19:10:07.828433
14332254,111090612,2025-10-01 19:10:07.861800
14333255,111090613,2025-10-01 19:10:07.895167
14334257,111090614,2025-10-01 19:10:07.928567
14335258,111090615,2025-10-01 19:10:07.961933
14336259,111090616,2025-10-01 19:10:07.995300
14337260,111090617,2025-10-01 19:10:08.028684
14338262,111090618,2025-10-01 19:10:08.062067
14339263,111090619,2025-10-01 19:10:08.095433
14340265,111090620,2025-10-01 19:10:08.128833
14341266,111090621,2025-10-01 19:10:08.162200
14342268,111090622,2025-10-01 19:10:08.195600
14343269,111090623,2025-10-01 19:10:08.228967
14344270,111090624,2025-10-01 19:10:08.262333
14345271,111090625,2025-10-01 19:10:08.295700
14346272,111090626,2025-10-01 19:10:08.329067
14347274,111090627,2025-10-01 19:10:08.362467
14348275,111090628,2025-10-01 19:10:08.395833
14349277,111090629,2025-10-01 19:10:08.429233
14350278,111090630,2025-10-01 19:10:08.462600
14351279,111090631,2025-10-01 19:10:08.495967
14352280,111090632,2025-10-01 19:10:08.529333
14353281,111090633,2025-10-01 19:10:08.562700
14354283,111090634,2025-10-01 19:10:08.596100
14355284,111090635,2025-10-01 19:10:08.629467
14356286,111090636,2025-10-01 19:10:08.662867
14357287,111090637,2025-10-01 19:10:08.696233
14358288,111090638,2025-10-01 19:10:08.729600
14359290,111090639,2025-10-01 19:10:08.763000
14360291,111090640,2025-10-01 19:10:08.796367
14361293,111090641,2025-10-01 19:10:08.829767
14362294,111090642,2025-10-01 19:10:08.863133
14363295,111090643,2025-10-01 19:10:08.896500
14364296,111090644,2025-10-01 19:10:08.929867
14365298,111090645,2025-10-01 19:10:08.963267
14366299,111090646,2025-10-01 19:10:08.996633
14367300,111090647,2025-10-01 19:10:09.030000
14368302,111090648,2025-10-01 19:10:09.063400
14369303,111090649,2025-10-01 19:10:09.096767
14370305,111090650,2025-10-01 19:10:09.130167
14371306,111090651,2025-10-01 19:10:09.163533
14372307,111090652,2025-10-01 19:10:09.196917
14373309,111090653,2025-10-01 19:10:09.230300
14374310,111090654,2025-10-01 19:10:09.263667
14375312,111090655,2025-10-01 19:10:09.297067
14376313,111090656,2025-10-01 19:10:09.330433
14377315,111090657,2025-10-01 19:10:09.363833
14378316,111090658,2025-10-01 19:10:09.397200
14379317,111090659,2025-10-01 19:10:09.430567
14380318,111090660,2025-10-01 19:10:09.463933
14381320,111090661,2025-10-01 19:10:09.497333
14382321,111090662,2025-10-01 19:10:09.530700
14383322,111090663,2025-10-01 19:10:09.564067
14384323,111090664,2025-10-01 19:10:09.597433
14385324,111090665,2025-10-01 19:10:09.630800
14386326,111090666,2025-10-01 19:10:09.664200
14387327,111090667,2025-10-01 19:10:09.697567
14388329,111090668,2025-10-01 19:10:09.730967
14389330,111090669,2025-10-01 19:10:09.764333
14390331,111090670,2025-10-01 19:10:09.797700
14391333,111090671,2025-10-01 19:10:09.831100
14392334,111090672,2025-10-01 19:10:09.864467
14393336,111090673,2025-10-01 19:10:09.897867
14394337,111090674,2025-10-01 19:10:09.931233
14395339,111090675,2025-10-01 19:10:09.964633
14396340,111090676,2025-10-01 19:10:09.998000
14397341,111090677,2025-10-01 19:10:10.031367
14398342,111090678,2025-10-01 19:10:10.064733
14399343,111090679,2025-10-01 19:10:10.098100
14400345,111090680,2025-10-01 19:10:10.131500
14401346,111090681,2025-10-01 19:10:10.164867
14402348,111090682,2025-10-01 19:10:10.198267
14403349,111090683,2025-10-01 19:10:10.231633
14404351,111090684,2025-10-01 19:10:10.265033
14405352,111090685,2025-10-01 19:10:10.298400
14406353,111090686,2025-10-01 19:10:10.331767
14407354,111090687,2025-10-01 19:10:10.365150
14408356,111090688,2025-10-01 19:10:10.398533
14409357,111090689,2025-10-01 19:10:10.431900
14410358,111090690,2025-10-01 19:10:10.465267
14411360,111090691,2025-10-01 19:10:10.498667
14412361,111090692,2025-10-01 19:10:10.532033
14413363,111090693,2025-10-01 19:10:10.565433
14414364,111090694,2025-10-01 19:10:10.598800
14415366,111090695,2025-10-01 19:10:10.632200
14416367,111090696,2025-10-01 19:10:10.665567
14417368,111090697,2025-10-01 19:10:10.698933
14418370,111090698,2025-10-01 19:10:10.732333
14419371,111090699,2025-10-01 19:10:10.765700
14420373,111090700,2025-10-01 19:10:10.799100
14421374,111090701,2025-10-01 19:10:10.832467
14422376,111090702,2025-10-01 19:10:10.865867
14423377,111090703,2025-10-01 19:10:10.899233
14424378,111090704,2025-10-01 19:10:10.932600
14425380,111090705,2025-10-01 19:10:10.966000
14426381,111090706,2025-10-01 19:10:10.999367
14427382,111090707,2025-10-01 19:10:11.032733
14428383,111090708,2025-10-01 19:10:11.066100
14429385,111090709,2025-10-01 19:10:11.099500
14430386,111090710,2025-10-01 19:10:11.132867
14431388,111090711,2025-10-01 19:10:11.166267
14432390,111090712,2025-10-01 19:10:11.199667
14433391,111090713,2025-10-01 19:10:11.233033
14434392,111090714,2025-10-01 19:10:11.266400
14435393,111090715,2025-10-01 19:10:11.299767
14436395,111090716,2025-10-01 19:10:11.333167
14437396,111090717,2025-10-01 19:10:11.366533
14438398,111090718,2025-10-01 19:10:11.399933
14439399,111090719,2025-10-01 19:10:11.433300
14440400,111090720,2025-10-01 19:10:11.466667
14441402,111090721,2025-10-01 19:10:11.500067
14442403,111090722,2025-10-01 19:10:11.533433
14443405,111090723,2025-10-01 19:10:11.566833
14444406,111090724,2025-10-01 19:10:11.600200
14445407,111090725,2025-10-01 19:10:11.633567
14446408,111090726,2025-10-01 19:10:11.666933
14447410,111090727,2025-10-01 19:10:11.700333
14448411,111090728,2025-10-01 19:10:11.733700
14449413,111090729,2025-10-01 19:10:11.767100
14450414,111090730,2025-10-01 19:10:11.800467
14451415,111090731,2025-10-01 19:10:11.833833
14452417,111090732,2025-10-01 19:10:11.867233
14453418,111090733,2025-10-01 19:10:11.900600
14454420,111090734,2025-10-01 19:10:11.934000
14455421,111090735,2025-10-01 19:10:11.967367
14456422,111090736,2025-10-01 19:10:12.000733
14457424,111090737,2025-10-01 19:10:12.034133
14458425,111090738,2025-10-01 19:10:12.067500
14459426,111090739,2025-10-01 19:10:12.100867
14460427,111090740,2025-10-01 19:10:12.134233
14461429,111090741,2025-10-01 19:10:12.167633
14462430,111090742,2025-10-01 19:10:12.201000
14463432,111090743,2025-10-01 19:10:12.234400
14464433,111090744,2025-10-01 19:10:12.267767
14465434,111090745,2025-10-01 19:10:12.301133
14466436,111090746,2025-10-01 19:10:12.334533
14467437,111090747,2025-10-01 19:10:12.367900
14468438,111090748,2025-10-01 19:10:12.401267
14469439,111090749,2025-10-01 19:10:12.434633
14470441,111090750,2025-10-01 19:10:12.468033
14471442,111090751,2025-10-01 19:10:12.501400
14472443,111090752,2025-10-01 19:10:12.534767
14473445,111090753,2025-10-01 19:10:12.568167
14474446,111090754,2025-10-01 19:10:12.601533
14475448,111090755,2025-10-01 19:10:12.634933
14476449,111090756,2025-10-01 19:10:12.668300
14477450,111090757,2025-10-01 19:10:12.701667
14478451,111090758,2025-10-01 19:10:12.735033
14479453,111090759,2025-10-01 19:10:12.768433
14480454,111090760,2025-10-01 19:10:12.801800
14481456,111090761,2025-10-01 19:10:12.835200
14482457,111090762,2025-10-01 19:10:12.868567
14483458,111090763,2025-10-01 19:10:12.901933
14484460,111090764,2025-10-01 19:10:12.935333
14485461,111090765,2025-10-01 19:10:12.968700
14486463,111090766,2025-10-01 19:10:13.002100
14487464,111090767,2025-10-01 19:10:13.035467
14488465,111090768,2025-10-01 19:10:13.068833
14489466,111090769,2025-10-01 19:10:13.102200
14490468,111090770,2025-10-01 19:10:13.135600
14491470,111090771,2025-10-01 19:10:13.169000
14492471,111090772,2025-10-01 19:10:13.202367
14493472,111090773,2025-10-01 19:10:13.235733
14494473,111090774,2025-10-01 19:10:13.269100
14495475,111090775,2025-10-01 19:10:13.302500
14496476,111090776,2025-10-01 19:10:13.335867
14497478,111090777,2025-10-01 19:10:13.369267
14498479,111090778,2025-10-01 19:10:13.402633
14499480,111090779,2025-10-01 19:10:13.436000
14500482,111090780,2025-10-01 19:10:13.469400
14501483,111090781,2025-10-01 19:10:13.502767
14502485,111090782,2025-10-01 19:10:13.536167
14503486,111090783,2025-10-01 19:10:13.569533
14504487,111090784,2025-10-01 19:10:13.602900
14505489,111090785,2025-10-01 19:10:13.636300
14506490,111090786,2025-10-01 19:10:13.669667
14507492,111090787,2025-10-01 19:10:13.703067
14508493,111090788,2025-10-01 19:10:13.736433
14509494,111090789,2025-10-01 19:10:13.769800
14510496,111090790,2025-10-01 19:10:13.803200
14511497,111090791,2025-10-01 19:10:13.836567
14512498,111090792,2025-10-01 19:10:13.869933
14513499,111090793,2025-10-01 19:10:13.903300
14514501,111090794,2025-10-01 19:10:13.936700
14515502,111090795,2025-10-01 19:10:13.970067
14516503,111090796,2025-10-01 19:10:14.003433
14517504,111090797,2025-10-01 19:10:14.036800
14518506,111090798,2025-10-01 19:10:14.070200
14519507,111090799,2025-10-01 19:10:14.103567
14520508,111090800,2025-10-01 19:10:14.136933
14521510,111090801,2025-10-01 19:10:14.170333
14522511,111090802,2025-10-01 19:10:14.203700
14523512,111090803,2025-10-01 19:10:14.237067
14524513,111090804,2025-10-01 19:10:14.270433
14525515,111090805,2025-10-01 19:10:14.303833
14526516,111090806,2025-10-01 19:10:14.337200
14527518,111090807,2025-10-01 19:10:14.370600
14528519,111090808,2025-10-01 19:10:14.403967
14529520,111090809,2025-10-01 19:10:14.437333
14530522,111090810,2025-10-01 19:10:14.470733
14531523,111090811,2025-10-01 19:10:14.504100
14532525,111090812,2025-10-01 19:10:14.537500
14533526,111090813,2025-10-01 19:10:14.570867
14534528,111090814,2025-10-01 19:10:14.604267
14535529,111090815,2025-10-01 19:10:14.637633
14536530,111090816,2025-10-01 19:10:14.671000
14537532,111090817,2025-10-01 19:10:14.704400
14538533,111090818,2025-10-01 19:10:14.737767
14539534,111090819,2025-10-01 19:10:14.771133
14540535,111090820,2025-10-01 19:10:14.804500
14541537,111090821,2025-10-01 19:10:14.837900
14542538,111090822,2025-10-01 19:10:14.871267
14543539,111090823,2025-10-01 19:10:14.904633
14544540,111090824,2025-10-01 19:10:14.938000
14545542,111090825,2025-10-01 19:10:14.971400
14546543,111090826,2025-10-01 19:10:15.004767
14547545,111090827,2025-10-01 19:10:15.038167
14548546,111090828,2025-10-01 19:10:15.071533
14549547,111090829,2025-10-01 19:10:15.104900
14550549,111090830,2025-10-01 19:10:15.138300
14551550,111090831,2025-10-01 19:10:15.171667
14552552,111090832,2025-10-01 19:10:15.205067
14553553,111090833,2025-10-01 19:10:15.238433
14554554,111090834,2025-10-01 19:10:15.271800
14555555,111090835,2025-10-01 19:10:15.305167
14556556,111090836,2025-10-01 19:10:15.338533
14557558,111090837,2025-10-01 19:10:15.371933
14558559,111090838,2025-10-01 19:10:15.405300
14559561,111090839,2025-10-01 19:10:15.438700
14560562,111090840,2025-10-01 19:10:15.472067
14561564,111090841,2025-10-01 19:10:15.505467
14562565,111090842,2025-10-01 19:10:15.538833
14563566,111090843,2025-10-01 19:10:15.572200
14564568,111090844,2025-10-01 19:10:15.605600
14565569,111090845,2025-10-01 19:10:15.638967
14566571,111090846,2025-10-01 19:10:15.672367
14567572,111090847,2025-10-01 19:10:15.705733
14568573,111090848,2025-10-01 19:10:15.739100
14569574,111090849,2025-10-01 19:10:15.772467
14570576,111090850,2025-10-01 19:10:15.805867
14571577,111090851,2025-10-01 19:10:15.839233
14572578,111090852,2025-10-01 19:10:15.872600
14573580,111090853,2025-10-01 19:10:15.906000
14574581,111090854,2025-10-01 19:10:15.939367
14575583,111090855,2025-10-01 19:10:15.972767
14576584,111090856,2025-10-01 19:10:16.006133
14577586,111090857,2025-10-01 19:10:16.039533
14578587,111090858,2025-10-01 19:10:16.072900
14579588,111090859,2025-10-01 19:10:16.106267
14580590,111090860,2025-10-01 19:10:16.139667
14581591,111090861,2025-10-01 19:10:16.173033
14582593,111090862,2025-10-01 19:10:16.206433
14583594,111090863,2025-10-01 19:10:16.239800
14584595,111090864,2025-10-01 19:10:16.273167
14585596,111090865,2025-10-01 19:10:16.306550
14586598,111090866,2025-10-01 19:10:16.339933
14587599,111090867,2025-10-01 19:10:16.373300
14588601,111090868,2025-10-01 19:10:16.406700
14589602,111090869,2025-10-01 19:10:16.440067
14590603,111090870,2025-10-01 19:10:16.473433
14591605,111090871,2025-10-01 19:10:16.506833
14592606,111090872,2025-10-01 19:10:16.540200
14593607,111090873,2025-10-01 19:10:16.573567
14594609,111090874,2025-10-01 19:10:16.606967
14595610,111090875,2025-10-01 19:10:16.640333
14596611,111090876,2025-10-01 19:10:16.673700
14597612,111090877,2025-10-01 19:10:16.707067
14598614,111090878,2025-10-01 19:10:16.740467
14599615,111090879,2025-10-01 19:10:16.773833
14600617,111090880,2025-10-01 19:10:16.807233
14601618,111090881,2025-10-01 19:10:16.840600
14602619,111090882,2025-10-01 19:10:16.873967
14603620,111090883,2025-10-01 19:10:16.907333
14604622,111090884,2025-10-01 19:10:16.940733
14605624,111090885,2025-10-01 19:10:16.974133
14606625,111090886,2025-10-01 19:10:17.007500
14607626,111090887,2025-10-01 19:10:17.040867
14608627,111090888,2025-10-01 19:10:17.074233
14609629,111090889,2025-10-01 19:10:17.107633
14610630,111090890,2025-10-01 19:10:17.141000
14611631,111090891,2025-10-01 19:10:17.174367
14612633,111090892,2025-10-01 19:10:17.207767
14613634,111090893,2025-10-01 19:10:17.241133
14614636,111090894,2025-10-01 19:10:17.274533
14615637,111090895,2025-10-01 19:10:17.307900
14616638,111090896,2025-10-01 19:10:17.341267
14617639,111090897,2025-10-01 19:10:17.374633
14618641,111090898,2025-10-01 19:10:17.408033
14619642,111090899,2025-10-01 19:10:17.441400
14620643,111090900,2025-10-01 19:10:17.474767
14621645,111090901,2025-10-01 19:10:17.508167
14622646,111090902,2025-10-01 19:10:17.541533
14623648,111090903,2025-10-01 19:10:17.574933
14624649,111090904,2025-10-01 19:10:17.608300
14625651,111090905,2025-10-01 19:10:17.641700
14626652,111090906,2025-10-01 19:10:17.675067
14627653,111090907,2025-10-01 19:10:17.708433
14628655,111090908,2025-10-01 19:10:17.741833
14629656,111090909,2025-10-01 19:10:17.775200
14630658,111090910,2025-10-01 19:10:17.808600
14631659,111090911,2025-10-01 19:10:17.841967
14632660,111090912,2025-10-01 19:10:17.875333
14633661,111090913,2025-10-01 19:10:17.908700
14634663,111090914,2025-10-01 19:10:17.942100
14635664,111090915,2025-10-01 19:10:17.975467
14636666,111090916,2025-10-01 19:10:18.008867
14637667,111090917,2025-10-01 19:10:18.042233
14638668,111090918,2025-10-01 19:10:18.075600
14639670,111090919,2025-10-01 19:10:18.109000
14640671,111090920,2025-10-01 19:10:18.142367
14641673,111090921,2025-10-01 19:10:18.175767
14642674,111090922,2025-10-01 19:10:18.209133
14643675,111090923,2025-10-01 19:10:18.242500
14644677,111090924,2025-10-01 19:10:18.275900
14645678,111090925,2025-10-01 19:10:18.309267
14646680,111090926,2025-10-01 19:10:18.342667
14647681,111090927,2025-10-01 19:10:18.376033
14648683,111090928,2025-10-01 19:10:18.409433
14649684,111090929,2025-10-01 19:10:18.442800
14650685,111090930,2025-10-01 19:10:18.476167
14651686,111090931,2025-10-01 19:10:18.509533
14652687,111090932,2025-10-01 19:10:18.542900
14653689,111090933,2025-10-01 19:10:18.576300
14654690,111090934,2025-10-01 19:10:18.609667
14655691,111090935,2025-10-01 19:10:18.643033
14656692,111090936,2025-10-01 19:10:18.676400
14657694,111090937,2025-10-01 19:10:18.709800
14658695,111090938,2025-10-01 19:10:18.743167
14659697,111090939,2025-10-01 19:10:18.776567
14660698,111090940,2025-10-01 19:10:18.809933
14661699,111090941,2025-10-01 19:10:18.843300
14662701,111090942,2025-10-01 19:10:18.876700
14663702,111090943,2025-10-01 19:10:18.910067
14664704,111090944,2025-10-01 19:10:18.943467
14665705,111090945,2025-10-01 19:10:18.976833
14666707,111090946,2025-10-01 19:10:19.010233
14667708,111090947,2025-10-01 19:10:19.043600
14668709,111090948,2025-10-01 19:10:19.076967
14669711,111090949,2025-10-01 19:10:19.110367
14670712,111090950,2025-10-01 19:10:19.143733
14671714,111090951,2025-10-01 19:10:19.177133
14672715,111090952,2025-10-01 19:10:19.210500
14673716,111090953,2025-10-01 19:10:19.243867
14674717,111090954,2025-10-01 19:10:19.277250
14675719,111090955,2025-10-01 19:10:19.310633
14676720,111090956,2025-10-01 19:10:19.344000
14677721,111090957,2025-10-01 19:10:19.377367
14678723,111090958,2025-10-01 19:10:19.410767
14679724,111090959,2025-10-01 19:10:19.444133
14680726,111090960,2025-10-01 19:10:19.477533
14681727,111090961,2025-10-01 19:10:19.510900
14682728,111090962,2025-10-01 19:10:19.544267
14683729,111090963,2025-10-01 19:10:19.577633
14684731,111090964,2025-10-01 19:10:19.611033
14685732,111090965,2025-10-01 19:10:19.644400
14686733,111090966,2025-10-01 19:10:19.677767
14687735,111090967,2025-10-01 19:10:19.711167
14688736,111090968,2025-10-01 19:10:19.744533
14689738,111090969,2025-10-01 19:10:19.777933
14690739,111090970,2025-10-01 19:10:19.811300
14691740,111090971,2025-10-01 19:10:19.844667
14692741,111090972,2025-10-01 19:10:19.878033
14693742,111090973,2025-10-01 19:10:19.911400
14694744,111090974,2025-10-01 19:10:19.944800
14695745,111090975,2025-10-01 19:10:19.978167
14696746,111090976,2025-10-01 19:10:20.011533
14697747,111090977,2025-10-01 19:10:20.044900
14698749,111090978,2025-10-01 19:10:20.078300
14699750,111090979,2025-10-01 19:10:20.111667
14700751,111090980,2025-10-01 19:10:20.145033
14701753,111090981,2025-10-01 19:10:20.178433
14702754,111090982,2025-10-01 19:10:20.211800
14703755,111090983,2025-10-01 19:10:20.245167
14704756,111090984,2025-10-01 19:10:20.278533
14705758,111090985,2025-10-01 19:10:20.311933
14706759,111090986,2025-10-01 19:10:20.345300
14707761,111090987,2025-10-01 19:10:20.378700
14708762,111090988,2025-10-01 19:10:20.412067
14709763,111090989,2025-10-01 19:10:20.445433
14710765,111090990,2025-10-01 19:10:20.478833
14711766,111090991,2025-10-01 19:10:20.512200
14712767,111090992,2025-10-01 19:10:20.545567
14713768,111090993,2025-10-01 19:10:20.578950
14714770,111090994,2025-10-01 19:10:20.612333
14715771,111090995,2025-10-01 19:10:20.645700
14716773,111090996,2025-10-01 19:10:20.679100
14717774,111090997,2025-10-01 19:10:20.712467
14718775,111090998,2025-10-01 19:10:20.745833
14719777,111090999,2025-10-01 19:10:20.779233
14720778,111091000,2025-10-01 19:10:20.812600
14721780,111091001,2025-10-01 19:10:20.846000
14722781,111091002,2025-10-01 19:10:20.879367
14723782,111091003,2025-10-01 19:10:20.912733
14724784,111091004,2025-10-01 19:10:20.946133
14725785,111091005,2025-10-01 19:10:20.979500
14726786,111091006,2025-10-01 19:10:21.012867
14727787,111091007,2025-10-01 19:10:21.046233
14728789,111091008,2025-10-01 19:10:21.079633
14729790,111091009,2025-10-01 19:10:21.113000
14730792,111091010,2025-10-01 19:10:21.146400
14731793,111091011,2025-10-01 19:10:21.179767
14732795,111091012,2025-10-01 19:10:21.213167
14733796,111091013,2025-10-01 19:10:21.246533
14734797,111091014,2025-10-01 19:10:21.279900
14735799,111091015,2025-10-01 19:10:21.313300
14736800,111091016,2025-10-01 19:10:21.346667
14737802,111091017,2025-10-01 19:10:21.380067
14738803,111091018,2025-10-01 19:10:21.413433
14739805,111091019,2025-10-01 19:10:21.446833
14740806,111091020,2025-10-01 19:10:21.480200
14741807,111091021,2025-10-01 19:10:21.513567
14742809,111091022,2025-10-01 19:10:21.546967
14743810,111091023,2025-10-01 19:10:21.580333
14744811,111091024,2025-10-01 19:10:21.613700
14745812,111091025,2025-10-01 19:10:21.647067
14746814,111091026,2025-10-01 19:10:21.680467
14747815,111091027,2025-10-01 19:10:21.713833
14748816,111091028,2025-10-01 19:10:21.747200
14749817,111091029,2025-10-01 19:10:21.780567
14750819,111091030,2025-10-01 19:10:21.813967
14751821,111091031,2025-10-01 19:10:21.847367
14752822,111091032,2025-10-01 19:10:21.880733
14753824,111091033,2025-10-01 19:10:21.914133
14754825,111091034,2025-10-01 19:10:21.947500
14755826,111091035,2025-10-01 19:10:21.980867
14756827,111091036,2025-10-01 19:10:22.014233
14757829,111091037,2025-10-01 19:10:22.047633
14758830,111091038,2025-10-01 19:10:22.081000
14759831,111091039,2025-10-01 19:10:22.114367
14760833,111091040,2025-10-01 19:10:22.147767
14761834,111091041,2025-10-01 19:10:22.181133
14762835,111091042,2025-10-01 19:10:22.214517
14763837,111091043,2025-10-01 19:10:22.247900
14764838,111091044,2025-10-01 19:10:22.281267
14765839,111091045,2025-10-01 19:10:22.314633
14766841,111091046,2025-10-01 19:10:22.348033
14767843,111091047,2025-10-01 19:10:22.381433
14768844,111091048,2025-10-01 19:10:22.414800
14769845,111091049,2025-10-01 19:10:22.448167
14770846,111091050,2025-10-01 19:10:22.481533
14771848,111091051,2025-10-01 19:10:22.514933
14772849,111091052,2025-10-01 19:10:22.548300
14773851,111091053,2025-10-01 19:10:22.581700
14774852,111091054,2025-10-01 19:10:22.615067
14775854,111091055,2025-10-01 19:10:22.648467
14776855,111091056,2025-10-01 19:10:22.681833
14777856,111091057,2025-10-01 19:10:22.715200
14778858,111091058,2025-10-01 19:10:22.748600
14779859,111091059,2025-10-01 19:10:22.781967
14780860,111091060,2025-10-01 19:10:22.815333
14781861,111091061,2025-10-01 19:10:22.848700
14782863,111091062,2025-10-01 19:10:22.882100
14783865,111091063,2025-10-01 19:10:22.915500
14784866,111091064,2025-10-01 19:10:22.948867
14785868,111091065,2025-10-01 19:10:22.982267
14786869,111091066,2025-10-01 19:10:23.015633
14787870,111091067,2025-10-01 19:10:23.049000
14788871,111091068,2025-10-01 19:10:23.082367
14789873,111091069,2025-10-01 19:10:23.115767
14790874,111091070,2025-10-01 19:10:23.149133
14791876,111091071,2025-10-01 19:10:23.182533
14792877,111091072,2025-10-01 19:10:23.215900
14793878,111091073,2025-10-01 19:10:23.249267
14794879,111091074,2025-10-01 19:10:23.282633
14795881,111091075,2025-10-01 19:10:23.316033
14796882,111091076,2025-10-01 19:10:23.349400
14797883,111091077,2025-10-01 19:10:23.382767
14798885,111091078,2025-10-01 19:10:23.416167
14799886,111091079,2025-10-01 19:10:23.449533
14800887,111091080,2025-10-01 19:10:23.482900
14801889,111091081,2025-10-01 19:10:23.516300
14802890,111091082,2025-10-01 19:10:23.549667
14803892,111091083,2025-10-01 19:10:23.583067
14804893,111091084,2025-10-01 19:10:23.616433
14805894,111091085,2025-10-01 19:10:23.649800
14806895,111091086,2025-10-01 19:10:23.683167
14807897,111091087,2025-10-01 19:10:23.716567
14808898,111091088,2025-10-01 19:10:23.749933
14809899,111091089,2025-10-01 19:10:23.783300
14810901,111091090,2025-10-01 19:10:23.816700
14811902,111091091,2025-10-01 19:10:23.850067
14812904,111091092,2025-10-01 19:10:23.883467
14813905,111091093,2025-10-01 19:10:23.916833
14814907,111091094,2025-10-01 19:10:23.950233
14815908,111091095,2025-10-01 19:10:23.983600
14816909,111091096,2025-10-01 19:10:24.016967
14817911,111091097,2025-10-01 19:10:24.050367
14818912,111091098,2025-10-01 19:10:24.083733
14819914,111091099,2025-10-01 19:10:24.117133
14820915,111091100,2025-10-01 19:10:24.150500
14821916,111091101,2025-10-01 19:10:24.183867
14822918,111091102,2025-10-01 19:10:24.217267
14823919,111091103,2025-10-01 19:10:24.250633
14824920,111091104,2025-10-01 19:10:24.284017
14825922,111091105,2025-10-01 19:10:24.317400
14826923,111091106,2025-10-01 19:10:24.350767
14827924,111091107,2025-10-01 19:10:24.384133
14828926,111091108,2025-10-01 19:10:24.417533
14829927,111091109,2025-10-01 19:10:24.450900
14830929,111091110,2025-10-01 19:10:24.484300
14831930,111091111,2025-10-01 19:10:24.517667
14832931,111091112,2025-10-01 19:10:24.551050
14833933,111091113,2025-10-01 19:10:24.584433
14834934,111091114,2025-10-01 19:10:24.617800
14835936,111091115,2025-10-01 19:10:24.651200
14836937,111091116,2025-10-01 19:10:24.684567
14837939,111091117,2025-10-01 19:10:24.717967
14838940,111091118,2025-10-01 19:10:24.751333
14839941,111091119,2025-10-01 19:10:24.784700
14840943,111091120,2025-10-01 19:10:24.818100
14841944,111091121,2025-10-01 19:10:24.851467
14842946,111091122,2025-10-01 19:10:24.884867
14843947,111091123,2025-10-01 19:10:24.918233
14844948,111091124,2025-10-01 19:10:24.951600
14845949,111091125,2025-10-01 19:10:24.984967
14846951,111091126,2025-10-01 19:10:25.018367
14847952,111091127,2025-10-01 19:10:25.051733
14848954,111091128,2025-10-01 19:10:25.085133
14849956,111091129,2025-10-01 19:10:25.118533
14850957,111091130,2025-10-01 19:10:25.151900
14851958,111091131,2025-10-01 19:10:25.185267
14852959,111091132,2025-10-01 19:10:25.218633
14853961,111091133,2025-10-01 19:10:25.252033
14854962,111091134,2025-10-01 19:10:25.285400
14855963,111091135,2025-10-01 19:10:25.318767
14856965,111091136,2025-10-01 19:10:25.352167
14857966,111091137,2025-10-01 19:10:25.385533
14858968,111091138,2025-10-01 19:10:25.418933
14859969,111091139,2025-10-01 19:10:25.452300
14860970,111091140,2025-10-01 19:10:25.485667
14861972,111091141,2025-10-01 19:10:25.519067
14862973,111091142,2025-10-01 19:10:25.552433
14863974,111091143,2025-10-01 19:10:25.585800
14864976,111091144,2025-10-01 19:10:25.619200
14865977,111091145,2025-10-01 19:10:25.652567
14866978,111091146,2025-10-01 19:10:25.685933
14867979,111091147,2025-10-01 19:10:25.719300
14868980,111091148,2025-10-01 19:10:25.752667
14869982,111091149,2025-10-01 19:10:25.786067
14870983,111091150,2025-10-01 19:10:25.819433
14871985,111091151,2025-10-01 19:10:25.852833
14872986,111091152,2025-10-01 19:10:25.886200
14873987,111091153,2025-10-01 19:10:25.919567
14874989,111091154,2025-10-01 19:10:25.952967
14875990,111091155,2025-10-01 19:10:25.986333
14876991,111091156,2025-10-01 19:10:26.019717
14877993,111091157,2025-10-01 19:10:26.053100
14878994,111091158,2025-10-01 19:10:26.086467
14879995,111091159,2025-10-01 19:10:26.119833
14880997,111091160,2025-10-01 19:10:26.153233
14881998,111091161,2025-10-01 19:10:26.186617
14883000,111091162,2025-10-01 19:10:26.220000
14884001,111091163,2025-10-01 19:10:26.253367
14885002,111091164,2025-10-01 19:10:26.286733
14886004,111091165,2025-10-01 19:10:26.320133
14887005,111091166,2025-10-01 19:10:26.353500
